protein_id,log2FC,padj,neg_log10padj,DAP,orthogroup,species,rank
Misin17G209000.1.v7.1,-0.07271418364041077,1,-0,NS,OG0022465,Mg,1214
Misin17G210600.1.v7.1,-0.34390842989445813,0.431669698689614,0.3648484358324061,NS,OG0002287,Mg,1683
Misin17G213200.1.v7.1,-0.07217153323340747,1,-0,NS,OG0018794,Mg,1213
Misin17G216800.1.v7.1,-0.28578353115226757,0.0225421730926436,1.647004219760524,NS,OG0016410,Mg,1583
Misin17G217700.1.v7.1,-0.02569561450406433,1,-0,NS,OG0022469,Mg,1108
Misin17G219700.1.v7.1,2.05031217075348,0.00195809546838156,2.7081661376704953,Up,OG0022470,Mg,10
Misin17G221800.1.v7.1,-0.5018697092996249,0.101168181070509,0.9949560582311918,NS,OG0017157,Mg,1865
Misin17G235900.1.v7.1,0.4995039198773629,0.049697559490011,1.3036649377464509,NS,OG0019524,Mg,312
Misin17G242400.1.v7.1,0.0206348458039992,1,-0,NS,OG0008439,Mg,1001
Misin17G242900.1.v7.1,-0.1109137860116766,1,-0,NS,OG0020899,Mg,1295
Misin17G249000.1.v7.1,-0.38713522498124026,1,-0,NS,OG0000565,Mg,1745
Misin17G255500.1.v7.1,1.3762365678830104,0.100087777606735,0.9996189539097172,NS,OG0022195,Mg,48
Misin17G257700.1.v7.1,1.395967536280257,0.00431042463386202,2.3654799439786904,Up,OG0020508,Mg,46
Misin17G258000.1.v7.1,-0.12756528669381578,1,-0,NS,OG0022194,Mg,1327
Misin17G259900.1.v7.1,-0.20496327530854036,1,-0,NS,OG0013768,Mg,1467
Misin17G260900.1.v7.1,-0.3054856817313497,1,-0,NS,OG0035444,Mg,1616
Misin17G263000.1.v7.1,0.2309039211919656,1,-0,NS,OG0016427,Mg,624
Misin17G268100.1.v7.1,-0.06355239890941612,1,-0,NS,OG0015902,Mg,1192
Misin17G269200.1.v7.1,-0.00235158167939788,0.399932210299541,0.3980136166416396,NS,OG0002237,Mg,1052
Misin18G000500.1.v7.1,0.25520537537959276,1,-0,NS,OG0019080,Mg,574
Misin18G002000.1.v7.1,-0.2951043068116523,1,-0,NS,OG0021127,Mg,1599
Misin18G006800.1.v7.1,-0.1771130621092105,1,-0,NS,OG0005018,Mg,1414
Misin18G010000.1.v7.1,-0.17426654862754137,1,-0,NS,OG0004712,Mg,1406
Misin18G018700.1.v7.1,0.7495714254719714,0.0398792927552529,1.3992525523467063,NS,OG0003168,Mg,175
Misin18G023200.1.v7.1,0.23687006540840613,0.431562352140366,0.3649564485369512,NS,OG0001094,Mg,612
Misin18G024800.1.v7.1,0.12215858251158482,1,-0,NS,OG0014076,Mg,811
Misin18G025500.1.v7.1,0.2846149364193066,1,-0,NS,OG0011305,Mg,521
Misin18G026500.1.v7.1,0.5242400735975301,0.0127683008407138,1.8938668932299745,NS,OG0001506,Mg,283
Misin18G029900.1.v7.1,-0.25435751845638277,0.116233194571006,0.93466982581586,NS,OG0001701,Mg,1534
Misin18G030000.1.v7.1,0.18098465043013312,0.559992657763367,0.251817667125511,NS,OG0019233,Mg,719
Misin18G034900.1.v7.1,-0.7946301979229049,0.128196845324656,0.8921226618293011,NS,OG0021290,Mg,2078
Misin18G044100.1.v7.1,-0.5437176841651067,0.0292906617381393,1.533270816574599,NS,OG0000323,Mg,1914
Misin18G046400.1.v7.1,-0.32897710748188674,0.319472334631894,0.4955667445069003,NS,OG0004964,Mg,1655
Misin18G046500.1.v7.1,-0.4425075567045229,0.248296974666433,0.6050285720027392,NS,OG0016748,Mg,1811
Misin18G046800.1.v7.1,-0.26273605094887403,1,-0,NS,OG0042690,Mg,1553
Misin18G048500.1.v7.1,-0.16692451152733562,1,-0,NS,OG0008675,Mg,1392
Misin18G051700.1.v7.1,0.5891563846073475,0.0729316754309571,1.137083809444521,NS,OG0008674,Mg,247
Misin18G054300.1.v7.1,-0.400266844576523,1,-0,NS,OG0011282,Mg,1763
Misin18G057000.1.v7.1,-0.18412920926908308,0.777190815687892,0.10947234023853963,NS,OG0016742,Mg,1426
Misin18G058200.1.v7.1,-0.09512600621290464,1,-0,NS,OG0043911,Mg,1260
Misin18G060800.1.v7.1,0.09282403300475572,1,-0,NS,OG0001000,Mg,869
Misin18G061100.1.v7.1,-0.05377125644098048,1,-0,NS,OG0014048,Mg,1168
Misin18G074900.1.v7.1,0.01472150570676552,1,-0,NS,OG0004961,Mg,1016
Misin18G078100.1.v7.1,0.11396310669055625,1,-0,NS,OG0022751,Mg,824
Misin18G079700.1.v7.1,-0.30288004479251135,0.0650712028802921,1.1866111649974376,NS,OG0000719,Mg,1607
Misin18G082400.1.v7.1,-0.5534842692479881,1,-0,NS,OG0001997,Mg,1920
Misin18G083100.1.v7.1,-0.25774288023372965,0.168989153855818,0.7721411685918187,NS,OG0004962,Mg,1542
Misin18G083800.1.v7.1,-0.10347878701641222,1,-0,NS,OG0002630,Mg,1275
Misin18G089500.1.v7.1,-0.5174413547702518,0.372264501994348,0.42914837480226103,NS,OG0014041,Mg,1883
Misin18G091000.1.v7.1,0.18482387782165072,0.590386143680823,0.2288638439248104,NS,OG0021099,Mg,710
Misin18G092900.1.v7.1,-0.00191975416336573,1,-0,NS,OG0008644,Mg,1050
Misin18G096500.1.v7.1,-0.1369500247825133,1,-0,NS,OG0021292,Mg,1347
Misin18G097400.1.v7.1,-0.9744816366344736,0.0117487901419782,1.9300068535382648,NS,OG0008640,Mg,2145
Misin18G099000.1.v7.1,-1.8276089095548695,0.0504250128561481,1.2973539823892977,NS,OG0003161,Mg,2244
Misin18G102500.1.v7.1,0.6181770909755914,1,-0,NS,OG0011009,Mg,231
Misin18G104900.1.v7.1,0.3261526807490875,1,-0,NS,OG0006527,Mg,466
Misin18G105400.1.v7.1,-0.13489545728330926,1,-0,NS,OG0018827,Mg,1341
Misin18G109800.1.v7.1,1.1326264600193368,0.0183247745921631,1.7369613587867974,Up,OG0024817,Mg,74
Misin18G110100.1.v7.1,-0.6167674152466845,0.22100578313665,0.6555963618285809,NS,OG0014026,Mg,1965
Misin18G110500.1.v7.1,-0.5216091634768878,1,-0,NS,OG0000929,Mg,1889
Misin18G111500.1.v7.1,-0.1916717089360207,1,-0,NS,OG0019316,Mg,1442
Misin18G116400.1.v7.1,-0.24387214874689947,0.15953903476453,0.7971330398246318,NS,OG0006520,Mg,1526
Misin18G117100.1.v7.1,-0.3659469852556339,1,-0,NS,OG0023786,Mg,1712
Misin18G119100.1.v7.1,-0.05724698896251118,1,-0,NS,NA,Mg,1179
Misin18G121000.1.v7.1,0.01588990192958576,1,-0,NS,OG0016852,Mg,1013
Misin18G124900.1.v7.1,-0.7627542756011115,0.0447181812293445,1.34951586831757,NS,OG0000740,Mg,2063
Misin18G127100.1.v7.1,-1.8795124532656664,0.00900003165761692,2.04575596292688,Down,OG0014019,Mg,2245
Misin18G128700.1.v7.1,-0.3388019134517586,0.410672353740248,0.3865045326520361,NS,OG0021294,Mg,1675
Misin18G129100.1.v7.1,0.30097288849373693,0.102429331884577,0.9895756600447178,NS,OG0011230,Mg,501
Misin18G130100.1.v7.1,-0.10314692710329326,1,-0,NS,OG0016694,Mg,1274
Misin18G135100.1.v7.1,-1.2717166489335947,0.0645692555482219,1.1899742207671986,NS,OG0004946,Mg,2200
Misin18G140300.1.v7.1,0.2663306260754136,1,-0,NS,OG0008608,Mg,551
Misin18G141200.1.v7.1,-0.4535027265633228,0.0774810303429019,1.1108046126656077,NS,OG0022733,Mg,1822
Misin18G151700.1.v7.1,1.9678726797234425,0.00352353423848714,2.4530215040691425,Up,OG0016973,Mg,16
Misin18G152900.1.v7.1,1.095974341105857,0.0206525995916461,1.685025274891362,Up,OG0014192,Mg,80
Misin18G155700.1.v7.1,0.6384337091691897,6.4326277822894e-4,3.1916115778977217,NS,OG0043943,Mg,224
Misin18G156000.1.v7.1,-0.5884812708579521,0.471660843221369,0.32637017692105935,NS,OG0016974,Mg,1943
Misin18G158400.1.v7.1,-0.3990057089441474,0.643170181434832,0.19167409849234776,NS,OG0007720,Mg,1759
Misin18G159600.1.v7.1,0.9437625039050976,0.0309134663873446,1.5098522939179575,NS,OG0012875,Mg,108
Misin18G162000.1.v7.1,0.1820024539818929,0.930193633704359,0.03142663714930172,NS,OG0000122,Mg,716
Misin18G167700.1.v7.1,0.08595396110806493,1,-0,NS,OG0007713,Mg,883
Misin18G170000.1.v7.1,1.5157964293322683,0.00355915402441524,2.448653217248696,Up,OG0005873,Mg,36
Misin18G180600.1.v7.1,0.25125500179073273,0.835566721179256,0.07801886536001724,NS,OG0000037,Mg,584
Misin18G183900.1.v7.1,0.30084233565418955,0.261741750118593,0.5821269980328277,NS,OG0012852,Mg,502
Misin18G184000.1.v7.1,0.05370452730501289,1,-0,NS,OG0019350,Mg,940
Misin18G187300.1.v7.1,-0.6899320603226987,0.679800018286538,0.16761882807049008,NS,OG0000988,Mg,2027
Misin18G188900.1.v7.1,-0.16302449953630202,1,-0,NS,OG0018143,Mg,1385
Misin18G190200.1.v7.1,-0.9364203165549164,0.0254695062913549,1.593979473450926,NS,OG0020331,Mg,2132
Misin18G194400.1.v7.1,0.14714552979574758,0.0590809984385865,1.228552173943963,NS,OG0005023,Mg,768
Misin18G197900.1.v7.1,1.7110967936803845,0.0484562063099587,1.314650590263405,Up,OG0019355,Mg,29
Misin18G199600.1.v7.1,0.05246741989413548,1,-0,NS,OG0019357,Mg,944
Misin18G206300.1.v7.1,-0.29333907756186883,0.720259837700556,0.14251080117682652,NS,OG0016993,Mg,1596
Misin18G206400.1.v7.1,-0.5040974976203102,0.292527794726915,0.5338328628363809,NS,OG0023929,Mg,1870
Misin18G206900.1.v7.1,-0.6796180838239377,0.0209152415459558,1.6795371154739809,NS,OG0011495,Mg,2019
Misin18G211000.1.v7.1,-0.22335608114175765,0.409443510779191,0.3878060075767291,NS,OG0021523,Mg,1499
Misin18G213400.1.v7.1,-2.1588366542952007,0.131022647627997,0.8826536288499544,NS,OG0017005,Mg,2257
Misin18G218500.1.v7.1,-2.0620800462266957,0.128196845324656,0.8921226618293011,NS,OG0022793,Mg,2254
Misin18G219100.1.v7.1,-0.2566237124134028,0.736260002854732,0.13296879182439625,NS,OG0000868,Mg,1540
Misin18G222500.1.v7.1,-0.8900411345307635,0.0384397988832247,1.415218893223425,NS,OG0019380,Mg,2115
Misin18G230100.1.v7.1,0.6088367752863493,0.0311009637643631,1.507226152739738,NS,OG0012846,Mg,234
Misin18G232500.1.v7.1,0.9772799234999164,0.697414303809589,0.15650914958712825,NS,OG0003372,Mg,98
Misin18G233500.1.v7.1,0.6801592385477333,0.548900637849739,0.26050626454638476,NS,OG0023941,Mg,203
Misin18G246600.1.v7.1,0.2946325449157875,1,-0,NS,OG0019390,Mg,507
Misin18G247800.1.v7.1,1.4621933456038072,0.148735575364249,0.8275851421941913,NS,OG0021328,Mg,41
Misin18G251900.1.v7.1,-0.14701968593079404,0.0168151375453439,1.7742995758700382,NS,OG0000708,Mg,1361
Misin18G256500.1.v7.1,0.10456894312429452,1,-0,NS,OG0018121,Mg,843
Misin18G258100.1.v7.1,0.21915470796087252,0.337445617858539,0.4717962073276379,NS,OG0008607,Mg,647
Misin18G258700.1.v7.1,-0.3306453119884715,1,-0,NS,OG0022612,Mg,1658
Misin18G265700.1.v7.1,0.22239242133644743,1,-0,NS,OG0012815,Mg,643
Misin18G268000.1.v7.1,-0.3264030068858108,0.7681424942348,0.11455820871902853,NS,OG0010066,Mg,1653
Misin18G276000.1.v7.1,0.17874519444146603,0.279080413428058,0.5542706423311651,NS,OG0019589,Mg,723
Misin18G276300.1.v7.1,1.4687186205170957,0.378730561410016,0.4216696483616114,NS,OG0003555,Mg,40
Misin18G276900.1.v7.1,0.09264928796567426,1,-0,NS,OG0017023,Mg,871
Misin18G279400.1.v7.1,-0.04464856741655442,1,-0,NS,OG0010719,Mg,1147
Misin18G279800.1.v7.1,0.2539461461865219,0.158897131527714,0.7988839427732983,NS,OG0020304,Mg,578
Misin18G283200.1.v7.1,0.7184940341789786,0.0247802351284303,1.6058945771167208,NS,OG0007677,Mg,187
Misin19G002300.1.v7.1,1.7901926948447784,0.0731351401734513,1.135873901886627,NS,OG0014078,Mg,26
Misin19G005700.1.v7.1,-0.568632299780579,0.257542789968937,0.5891506038907033,NS,OG0002300,Mg,1932
Misin19G007000.1.v7.1,-0.94713077115162,0.0708929030654939,1.1493972389179692,NS,OG0021204,Mg,2136
Misin19G007300.1.v7.1,0.25553687325637775,1,-0,NS,OG0014095,Mg,573
Misin19G022700.1.v7.1,0.2565364048475237,0.0981765869162441,1.0079920701095122,NS,OG0014077,Mg,570
Misin19G022800.1.v7.1,0.2602492794072558,0.382073157911425,0.4178534720745552,NS,OG0016843,Mg,565
Misin19G039300.1.v7.1,-1.2288186904958809,0.370949655855603,0.4306850274946859,NS,OG0016845,Mg,2192
Misin19G043000.1.v7.1,0.2145509807525759,1,-0,NS,OG0001145,Mg,657
Misin19G043400.1.v7.1,-0.4099197392441963,1,-0,NS,OG0019133,Mg,1774
Misin19G046700.1.v7.1,-0.23234006395065293,0.509716056923135,0.2926716851806166,NS,OG0031384,Mg,1511
Misin19G048100.1.v7.1,-0.5490568518386334,1,-0,NS,OG0011466,Mg,1916
Misin19G053400.1.v7.1,0.19898103472639553,1,-0,NS,OG0014062,Mg,683
Misin19G055000.1.v7.1,1.2030374886916455,0.00479754381484678,2.318981050264343,Up,OG0002559,Mg,63
Misin19G056400.1.v7.1,-1.4887315265462595,0.02481133735476,1.605349826209881,Down,OG0019237,Mg,2218
Misin19G063800.1.v7.1,-0.00229545798766202,1,-0,NS,OG0000224,Mg,1051
Misin19G065700.1.v7.1,-0.6122698467168916,0.007459310273672,2.1273013277802204,NS,OG0022636,Mg,1958
Misin19G076600.1.v7.1,0.3586778441395833,1,-0,NS,OG0001000,Mg,430
Misin19G077500.1.v7.1,0.07236022306252149,1,-0,NS,OG0011261,Mg,907
Misin19G077900.1.v7.1,0.07324898203063845,1,-0,NS,OG0011464,Mg,903
Misin19G078200.1.v7.1,0.5238296091991596,0.0636509403632863,1.1961951758034215,NS,OG0016726,Mg,284
Misin19G086500.1.v7.1,0.13103340846167766,1,-0,NS,OG0017951,Mg,793
Misin19G091300.1.v7.1,0.28358178323787947,1,-0,NS,OG0008644,Mg,522
Misin19G091500.1.v7.1,-0.9584153855828804,0.188444171526701,0.7248172904931596,NS,OG0014037,Mg,2138
Misin19G091900.1.v7.1,0.15849108085825792,0.685941487258993,0.16371292925586778,NS,OG0021098,Mg,750
Misin19G092300.1.v7.1,-0.3420523639729866,1,-0,NS,NA,Mg,1680
Misin19G093300.1.v7.1,0.853751581280757,0.0282136413831677,1.5495408581708183,NS,OG0008642,Mg,129
Misin19G096800.1.v7.1,0.05112446497767414,1,-0,NS,OG0011245,Mg,948
Misin19G101300.1.v7.1,-0.4979584589788619,0.00239651916248078,2.620419094055298,NS,OG0011010,Mg,1858
Misin19G125700.1.v7.1,0.17125651518785678,1,-0,NS,OG0008620,Mg,732
Misin19G126200.1.v7.1,0.1961425221786228,1,-0,NS,OG0016699,Mg,688
Misin19G127000.1.v7.1,-1.0731777124404969,0.15953903476453,0.7971330398246318,NS,OG0029117,Mg,2166
Misin19G137600.1.v7.1,-0.03043189621396066,1,-0,NS,OG0006514,Mg,1115
Misin19G155300.1.v7.1,0.1555274840978452,1,-0,NS,OG0012873,Mg,754
Misin19G156300.1.v7.1,-0.6207317605783751,0.0974509735627564,1.011213817800122,NS,OG0010118,Mg,1972
Misin19G162800.1.v7.1,-1.976049073532795,1.7707867426276e-4,3.7518337381192297,Down,OG0007712,Mg,2250
Misin19G171000.1.v7.1,-0.07841965673191939,1,-0,NS,OG0015579,Mg,1223
Misin19G174000.1.v7.1,-0.07082133718969676,1,-0,NS,OG0010104,Mg,1211
Misin19G179500.1.v7.1,-0.463389873526502,1,-0,NS,OG0000906,Mg,1834
Misin19G186200.1.v7.1,-0.24756299707135396,1,-0,NS,OG0021526,Mg,1529
Misin19G199000.1.v7.1,0.23345439119603503,0.811190994484343,0.09087687934637274,NS,OG0022944,Mg,621
Misin19G206700.1.v7.1,1.0412357552241047,0.0027095233070011,2.567107108885422,Up,OG0014297,Mg,89
Misin19G214700.1.v7.1,-0.8486322451277583,0.0104186669873595,1.982187843135089,NS,OG0022934,Mg,2100
Misin19G217200.1.v7.1,0.26619474672712196,0.396632528804691,0.4016116711164293,NS,OG0017014,Mg,552
Misin19G219600.1.v7.1,0.00508887667279977,1,-0,NS,OG0021321,Mg,1038
Misin19G219800.1.v7.1,0.16206540318758245,1,-0,NS,OG0022792,Mg,746
Misin19G224000.1.v7.1,-0.04098526412452438,1,-0,NS,OG0015967,Mg,1139
Misin19G238500.1.v7.1,-0.19229520646235235,1,-0,NS,OG0021517,Mg,1444
Misin19G244400.1.v7.1,0.01845690470756107,1,-0,NS,OG0010082,Mg,1006
Misin19G256900.1.v7.1,-0.07000972124774253,1,-0,NS,OG0031858,Mg,1209
Misin19G259300.1.v7.1,-0.4305126797880942,1,-0,NS,OG0023392,Mg,1796
Misin19G266800.1.v7.1,0.08100415598411193,1,-0,NS,OG0018133,Mg,890
Misin19G269600.1.v7.1,-0.2763312284472518,1,-0,NS,OG0018134,Mg,1570
Misin19G275000.1.v7.1,-0.03690657544198246,1,-0,NS,OG0002190,Mg,1126
Misin19G275200.1.v7.1,-1.4441274885626083,0.0019309189165595,2.714235962797576,Down,OG0007678,Mg,2213
Misin19G276400.1.v7.1,-0.27460870844942986,1,-0,NS,OG0019397,Mg,1568
Misin19G276900.1.v7.1,-0.04122266272651328,1,-0,NS,OG0022067,Mg,1140
MisinT000300.1.v7.1,-0.2963930027802248,1,-0,NS,OG0018463,Mg,1600
MisinT002200.1.v7.1,-0.40697539983509834,0.523088487876009,0.28142483781416217,NS,OG0010608,Mg,1771
MisinT003200.1.v7.1,-0.09120700884668372,1,-0,NS,OG0006181,Mg,1256
MisinT007000.1.v7.1,0.3096348186959329,1,-0,NS,OG0009985,Mg,490
MisinT011600.1.v7.1,-0.3174024961567139,0.0981765869162441,1.0079920701095122,NS,OG0029389,Mg,1639
MisinT011700.1.v7.1,-0.1706523496003399,1,-0,NS,OG0002591,Mg,1400
MisinT012400.1.v7.1,0.17760449958961003,1,-0,NS,OG0017767,Mg,726
MisinT017500.1.v7.1,0.1115608389283236,1,-0,NS,NA,Mg,827
MisinT020600.1.v7.1,0.11568778372562816,1,-0,NS,NA,Mg,822
MisinT024200.1.v7.1,0.2803538820338202,1,-0,NS,OG0015182,Mg,527
MisinT028000.1.v7.1,-0.3796099826831725,0.849426293569092,0.07087429976725211,NS,OG0044025,Mg,1735
MisinT029400.1.v7.1,-0.16767038350053737,0.853015354429688,0.06904315138339114,NS,OG0004562,Mg,1393
MisinT032500.1.v7.1,0.20524183064125787,1,-0,NS,NA,Mg,674
MisinT033700.1.v7.1,-0.3703414450682182,0.0727218763348002,1.1383349241846417,NS,OG0005788,Mg,1724
MisinT036500.1.v7.1,1.8749205243781744,0.0153419102676541,1.8141205617006089,Up,OG0017067,Mg,20
MisinT043200.1.v7.1,0.3789878388186707,1,-0,NS,OG0000260,Mg,409
MisinT046900.1.v7.1,-0.2209479205490489,1,-0,NS,OG0006566,Mg,1493
MisinT047100.1.v7.1,1.1456284514409083,0.096213881034842,1.0167622666114255,NS,OG0020546,Mg,72
MisinT051400.1.v7.1,0.20799976848745108,0.922852055701071,0.03486791602990025,NS,OG0021351,Mg,666
MisinT051500.1.v7.1,-0.7891806797173463,0.0181244278640137,1.7417356939665432,NS,OG0017062,Mg,2073
MisinT054100.1.v7.1,-1.040641984497346,0.00219152205087143,2.659254155161241,Down,OG0004982,Mg,2162
MisinT054800.1.v7.1,0.38117075658982663,0.982244658203084,0.00778032435808276,NS,OG0002875,Mg,404
MisinT060200.1.v7.1,1.0069194139397906,0.748697277236521,0.12569374625396262,NS,NA,Mg,93
MisinT060900.1.v7.1,1.1149749737104635,0.147916098268598,0.8299845575192885,NS,OG0002773,Mg,76
MisinT067400.1.v7.1,-0.1713378847604949,1,-0,NS,OG0024449,Mg,1401
MisinT069100.1.v7.1,0.524928791820919,0.694436552766989,0.1583674274525319,NS,OG0007725,Mg,281
MisinT070400.1.v7.1,0.3917468492926248,0.881829824098798,0.05461521711946836,NS,OG0017889,Mg,395
MisinT070500.1.v7.1,0.23703919730084935,1,-0,NS,OG0003102,Mg,609
MisinT071400.1.v7.1,0.2816316247111239,1,-0,NS,OG0017526,Mg,525
MisinT088800.1.v7.1,-0.07996830470341522,0.982244658203084,0.00778032435808276,NS,OG0003779,Mg,1228
MisinT090300.1.v7.1,-0.7189246238983694,1,-0,NS,OG0014809,Mg,2043
MisinT093700.1.v7.1,-0.4984535074664811,0.419131933587588,0.37764924908612446,NS,OG0003789,Mg,1859
MisinT100800.1.v7.1,0.05036096112026679,1,-0,NS,OG0023410,Mg,950
MisinT104400.1.v7.1,0.04524385656013753,0.828718363079867,0.0815930377752212,NS,OG0001074,Mg,956
MisinT105200.1.v7.1,-0.7899870526040416,0.0021357753913264,2.6704444217916916,NS,OG0000291,Mg,2074
MisinT115400.1.v7.1,0.20580251161599267,1,-0,NS,OG0024138,Mg,672
MisinT118600.1.v7.1,-0.547813993945201,1,-0,NS,OG0005107,Mg,1915
MisinT127100.1.v7.1,0.18158988943340015,1,-0,NS,OG0009115,Mg,717
MisinT139100.1.v7.1,-0.05383815162755007,1,-0,NS,OG0005315,Mg,1169
MisinT150800.1.v7.1,0.04070482101561121,1,-0,NS,OG0018027,Mg,964
MisinT151800.1.v7.1,-2.4320981931829193,0.16497380593854,0.7825850063280451,NS,OG0006562,Mg,2267
MisinT152900.1.v7.1,-0.7288475138340139,0.208301437770176,0.681307732387834,NS,OG0000260,Mg,2048
MisinT156800.1.v7.1,0.21777579326607793,1,-0,NS,OG0007353,Mg,651
MisinT162100.1.v7.1,-0.2042849934982704,1,-0,NS,OG0003440,Mg,1465
MisinT172600.1.v7.1,0.0552824355011896,1,-0,NS,OG0023304,Mg,937
MisinT177000.1.v7.1,0.40209844357134567,1,-0,NS,OG0023643,Mg,383
MisinT177200.1.v7.1,0.02260142893713265,1,-0,NS,OG0023643,Mg,997
MisinT177400.1.v7.1,-0.03652587602511404,1,-0,NS,OG0035521,Mg,1124
MisinT192500.1.v7.1,0.2570356652123507,1,-0,NS,OG0043607,Mg,567
MisinT198100.1.v7.1,0.455704572161289,0.207525188724757,0.6829291825169406,NS,OG0000508,Mg,342
MisinT203800.1.v7.1,0.03470422348649755,1,-0,NS,OG0007616,Mg,975
MisinT205600.1.v7.1,0.7326201238902419,1,-0,NS,OG0025811,Mg,183
MisinT206400.1.v7.1,1.8553323895720413,6.4326277822894e-4,3.1916115778977217,Up,OG0021874,Mg,22
MisinT217500.1.v7.1,-0.6298999057350182,0.0340036355413433,1.4684746473360883,NS,OG0015464,Mg,1980
MisinT218400.1.v7.1,-0.8068766541795662,0.00164383137856795,2.784142733701878,NS,OG0006086,Mg,2086
MisinT220800.1.v7.1,-0.4559454428590499,0.147468991716221,0.8312992891248868,NS,OG0003509,Mg,1826
MisinT221400.1.v7.1,0.08173075584632594,1,-0,NS,OG0015397,Mg,889
MisinT221700.1.v7.1,-0.10030490579568536,1,-0,NS,OG0000736,Mg,1269
MisinT222500.1.v7.1,-0.05409574404091,1,-0,NS,OG0011831,Mg,1170
MisinT224000.1.v7.1,-0.37909405969316606,0.221662750746757,0.6543072816455667,NS,OG0044067,Mg,1734
MisinT225700.1.v7.1,-1.321121894787652,0.160921049441369,0.7933871438542593,NS,OG0005050,Mg,2206
MisinT230900.1.v7.1,-0.27242290994843366,1,-0,NS,OG0013188,Mg,1567
MisinT248400.1.v7.1,0.18776945640135112,0.212502606725548,0.6726357381803625,NS,OG0000110,Mg,704
MisinT250100.1.v7.1,-0.674082004662959,0.16506337881808,0.782349269204689,NS,OG0012681,Mg,2012
MisinT256600.1.v7.1,-0.18057224564182092,1,-0,NS,OG0017896,Mg,1419
MisinT264500.1.v7.1,-0.54208443677316,1,-0,NS,OG0008874,Mg,1911
MisinT265300.1.v7.1,0.5108058958048561,0.0596825951509448,1.224152300896799,NS,OG0007725,Mg,305
MisinT268000.1.v7.1,-0.03403975609075994,1,-0,NS,OG0012221,Mg,1122
MisinT269000.1.v7.1,-0.33665538063391526,0.81709333094007,0.08772833416860526,NS,OG0023680,Mg,1672
MisinT271700.1.v7.1,-0.27606108613003333,1,-0,NS,OG0025082,Mg,1569
MisinT275400.1.v7.1,-0.525853339328917,0.50187138793345,0.2994075630683343,NS,OG0016285,Mg,1894
MisinT278200.1.v7.1,0.2645047932967868,1,-0,NS,OG0000926,Mg,553
MisinT278600.1.v7.1,-0.37903254582335,0.619674246715114,0.20783655248986352,NS,OG0015455,Mg,1733
MisinT285300.1.v7.1,-0.03832811865909936,1,-0,NS,OG0005962,Mg,1130
MisinT296800.1.v7.1,0.222392421336448,1,-0,NS,OG0013019,Mg,642
MisinT312100.1.v7.1,-0.14783015211415734,0.473507339642189,0.32467328478869695,NS,OG0026768,Mg,1363
MisinT320100.1.v7.1,-0.37183761733042064,0.18284582787607,0.7379149448204543,NS,OG0004082,Mg,1726
MisinT330300.1.v7.1,-0.15263433171409604,1,-0,NS,OG0003102,Mg,1371
MisinT335300.1.v7.1,0.8452184848182298,0.631766736690362,0.19944324397712,NS,OG0023205,Mg,136
MisinT350600.1.v7.1,-0.8068476155854407,0.062113909799921,1.2068111329491211,NS,OG0005726,Mg,2085
MisinT354700.1.v7.1,-0.31042809250405795,1,-0,NS,OG0014707,Mg,1630
MisinT359200.1.v7.1,0.0436857856484657,1,-0,NS,OG0012581,Mg,958
MisinT361600.1.v7.1,-0.7314060688243058,0.00457488353129619,2.3396199578509176,NS,OG0019495,Mg,2050
MisinT364200.1.v7.1,-0.5348772692848471,0.12224106524979,0.9127828741635924,NS,OG0020455,Mg,1903
MisinT378900.1.v7.1,0.4257793637880274,1,-0,NS,OG0008868,Mg,366
MisinT385100.1.v7.1,0.6968553807920537,0.0500427387303595,1.3006589303348348,NS,OG0021310,Mg,190
MisinT386500.1.v7.1,-1.2348637331426326,0.00171569893745076,2.7655589176964295,Down,OG0000161,Mg,2194
MisinT389800.1.v7.1,-0.3549740047313882,0.816480470487244,0.08805419875469721,NS,OG0003176,Mg,1700
MisinT394200.1.v7.1,2.0688298519542805,6.4326277822894e-4,3.1916115778977217,Up,OG0008494,Mg,9
MisinT397300.1.v7.1,-2.1880681605955807,0.00384642230631011,2.414943035429944,Down,OG0000047,Mg,2258
MisinT399200.1.v7.1,-0.07552277672669022,1,-0,NS,OG0002650,Mg,1218
MisinT401100.1.v7.1,-0.2562809936613296,1,-0,NS,OG0034732,Mg,1537
MisinT405300.1.v7.1,0.27328947030606093,1,-0,NS,OG0010918,Mg,540
MisinT429800.1.v7.1,0.6618533945545092,0.17430970487251,0.7586784324238819,NS,NA,Mg,209
MisinT437000.1.v7.1,-1.5264017215055383,5.4524643927092e-4,3.263407161897892,Down,OG0011089,Mg,2222
MisinT444400.1.v7.1,0.1067450045367492,1,-0,NS,OG0009675,Mg,839
MisinT450800.1.v7.1,0.3671731107853089,0.29480431236062,0.5304661679611429,NS,OG0010316,Mg,421
MisinT452900.1.v7.1,0.5167833260265852,0.00167265157350253,2.7765945165777426,NS,OG0005155,Mg,296
MisinT457200.1.v7.1,-0.6708403358815619,0.0682119143393349,1.166139762001717,NS,OG0009048,Mg,2009
MisinT463900.1.v7.1,0.293298196357359,0.118524781583745,0.9261908363216969,NS,OG0012571,Mg,510
MisinT466200.1.v7.1,0.00710438669995008,1,-0,NS,OG0021544,Mg,1034
MisinT467300.1.v7.1,0.508448438845608,0.142421290015935,0.8464250848190998,NS,OG0012511,Mg,307
