protein_id	protein_id_base	orthogroup	short_name	species	log2FC	padj	description
Td00001aa015825_T001	Td00001aa015825	OG0011004	Td00001aa015825	Trip	-0.558516520417355	0.102235047547669	SHSP domain-containing protein
Td00001aa015826_T001	Td00001aa015826	OG0020906	Td00001aa015826	Trip	-0.8122393558189704	0.00184728955619104	SHSP domain-containing protein
Td00001aa016005_T001	Td00001aa016005	OG0015093	Td00001aa016005	Trip	-1.15521264992094	0.0116865349566702	Cytosolic class I small heat shock protein type 2 (Fragment)
Td00001aa017359_T001	Td00001aa017359	OG0004387	Td00001aa017359	Trip	-0.3522634914482325	0.462739199215147	Heat shock 70 kDa protein 17
Td00001aa017572_T001	Td00001aa017572	OG0016300	Td00001aa017572	Trip	-0.857778338583904	0.0203950179505457	Heat shock protein, mitochondrial
Td00001aa019065_T001	Td00001aa019065	OG0005483	Td00001aa019065	Trip	2.22618983486165	9.32438909287742e-8	Small heat shock protein HSP17.8
Td00001aa019280_T001	Td00001aa019280	OG0000034	Td00001aa019280	Trip	2.35627838666099	6.79746532478525e-11	Heat shock protein 70
Td00001aa019508_T001	Td00001aa019508	OG0021022	Td00001aa019508	Trip	1.45103816903708	1.04216810255365e-10	Heat shock 70 kDa protein 8
Td00001aa021209_T001	Td00001aa021209	OG0000110	Td00001aa021209	Trip	0.330415836101023	0.00963869410376769	Heat shock protein 90
Td00001aa021240_T002	Td00001aa021240	OG0009129	Td00001aa021240	Trip	0.230203013366421	0.851958345994607	Heat shock 70 kDa protein, mitochondrial
Td00001aa022640_T001	Td00001aa022640	OG0018783	Td00001aa022640	Trip	1.304902142640185	1.11636571810531e-8	Heat shock protein 101
Td00001aa023036_T001	Td00001aa023036	OG0000034	Td00001aa023036	Trip	-0.14378544358750048	1.0649377634969e-6	Heat shock protein 70
Td00001aa023612_T002	Td00001aa023612	OG0001287	Td00001aa023612	Trip	0.045400049436740406	0.550657005243446	Heat shock 70 kDa protein 14
Td00001aa023626_T001	Td00001aa023626	OG0001287	Td00001aa023626	Trip	0.13597304850014874	0.0314097204016215	Heat shock 70 kDa protein 14
Td00001aa024202_T001	Td00001aa024202	OG0000034	Td00001aa024202	Trip	-0.8132575105442874	2.13073295174863e-7	Heat shock protein 70
Td00001aa024975_T002	Td00001aa024975	OG0015605	Td00001aa024975	Trip	0.36034836092734346	0.00523326747238742	Stromal 70 kDa heat shock-related protein, chloroplastic
Td00001aa025142_T001	Td00001aa025142	OG0012144	Td00001aa025142	Trip	-0.734563103950902	0.155342345018645	SHSP domain-containing protein
Td00001aa025176_T003	Td00001aa025176	OG0009410	Td00001aa025176	Trip	0.28986428776055356	0.0388729031473467	Heat shock protein DnaJ, cysteine-rich domain superfamily
Td00001aa025490_T001	Td00001aa025490	OG0002396	Td00001aa025490	Trip	0.2957359099059135	0.00420413336641926	Heat shock 70 kDa protein, mitochondrial
Td00001aa026996_T003	Td00001aa026996	OG0002396	Td00001aa026996	Trip	0.1881819191447624	0.21899082026291	Heat shock 70 kDa protein, mitochondrial
Td00001aa027153_T002	Td00001aa027153	OG0009410	Td00001aa027153	Trip	-0.241270431542137	0.757714956498525	Heat shock protein DnaJ, cysteine-rich domain superfamily
Td00001aa027311_T001	Td00001aa027311	OG0015605	Td00001aa027311	Trip	0.2012810126422795	0.220583524178284	Stromal 70 kDa heat shock-related protein, chloroplastic
Td00001aa029496_T001	Td00001aa029496	OG0016115	Td00001aa029496	Trip	3.984798750691545	3.49654094941312e-16	22.0 kDa class IV heat shock protein-like
Td00001aa030570_T001	Td00001aa030570	OG0001287	Td00001aa030570	Trip	0.2219099309110315	0.00302497110631983	Heat shock 70 kDa protein 14
Td00001aa030572_T001	Td00001aa030572	OG0001287	Td00001aa030572	Trip	0.3997353601261415	0.0110381005305129	Heat shock 70 kDa protein 14
Td00001aa031559_T001	Td00001aa031559	OG0019535	Td00001aa031559	Trip	0.40608880485657994	7.3677966493859e-4	Heat shock protein 90-5, chloroplastic
Td00001aa031609_T001	Td00001aa031609	OG0000110	Td00001aa031609	Trip	0.00227315181225255	0.640868146758716	Heat shock protein 90
Td00001aa033192_T001	Td00001aa033192	OG0000288	Td00001aa033192	Trip	2.829436634671985	9.84543325746028e-8	16.9 kDa class I heat shock protein 1
Td00001aa033302_T001	Td00001aa033302	OG0012306	Td00001aa033302	Trip	0.427606172781899	0.649444479535196	Class I heat shock protein 1
Td00001aa033307_T001	Td00001aa033307	OG0000288	Td00001aa033307	Trip	3.08959138833756	5.09031384623909e-7	Class I heat shock protein 1
Td00001aa033308_T001	Td00001aa033308	OG0000288	Td00001aa033308	Trip	2.275723227184835	1.04457585509738e-12	Class I heat shock protein 1
Td00001aa033621_T001	Td00001aa033621	OG0005483	Td00001aa033621	Trip	1.328307080313858	0.0147240614624978	Small heat shock protein HSP17.8
Td00001aa036498_T001	Td00001aa036498	OG0000110	Td00001aa036498	Trip	0.2796370978607505	0.026813196097841	Heat shock protein 90
Td00001aa036507_T001	Td00001aa036507	OG0013157	Td00001aa036507	Trip	1.51923282990318	7.9037368516393e-5	Small heat shock protein, chloroplastic-like
Td00001aa039056_T003	Td00001aa039056	OG0021382	Td00001aa039056	Trip	-0.154457925490857	0.0528930338570067	Hsp90 protein, expressed
Td00001aa040065_T001	Td00001aa040065	OG0001076	Td00001aa040065	Trip	-0.627134958822127	0.0634525883823848	SHSP domain-containing protein
Td00001aa040219_T001	Td00001aa040219	OG0020094	Td00001aa040219	Trip	-1.21759143507263	0.542177315617712	SHSP domain-containing protein
Td00001aa041578_T002	Td00001aa041578	OG0000110	Td00001aa041578	Trip	1.409503146776955	4.8070134760087e-6	Heat shock protein 83
