"gene_td","gene_zm","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa003309","Zm00001eb258260",0.0800442269591797,0.270835099874898,0.776378587676455,"NS","NS","NS"
"Td00001aa003317","Zm00001eb258200",0.0663808464607784,-0.200823190346931,0.913776340951409,"NS","NS","NS"
"Td00001aa003331","Zm00001eb258070",1.02445382688676,0.767851989718585,0.177107086552166,"Up","NS","NS"
"Td00001aa003346","Zm00001eb257930",-0.604758510864178,-0.807272337019405,0.133238629982768,"NS","NS","NS"
"Td00001aa003349","Zm00001eb257910",0.221705811449564,0.0116096557866045,0.99638260242742,"NS","NS","NS"
"Td00001aa003359","Zm00001eb056620",-0.157821926768913,0.580870570917203,0.679085551455249,"NS","NS","NS"
"Td00001aa003400","Zm00001eb257410",-0.961309003256273,1.47890576088493,0.0382842013096202,"NS","Up","NS"
"Td00001aa003426","Zm00001eb257130",0.96446776482182,-2.62639620749222,0.00157369128295586,"NS","Down","NS"
"Td00001aa003441","Zm00001eb256970",-0.37785574474262,-0.76306479867215,0.174559329717336,"NS","NS","NS"
"Td00001aa003479","Zm00001eb256470",-0.341443816333266,0.30829448073213,0.546644395924561,"NS","NS","NS"
"Td00001aa003480","Zm00001eb256460",2.0050720291717,2.9897499158006,0.0894738481726859,"Up","NS","NS"
"Td00001aa003508","Zm00001eb256150",-0.518455933482184,0.342510977369268,0.494941214152969,"NS","NS","NS"
"Td00001aa003516","Zm00001eb256020",-0.109957765312247,-0.124699675785411,0.887433416710675,"NS","NS","NS"
"Td00001aa003538","Zm00001eb255720",0.153811795295835,0.176214586904851,0.842568001515501,"NS","NS","NS"
"Td00001aa003542","Zm00001eb255690",0.0920232926096558,0.224450587038182,0.69015206583541,"NS","NS","NS"
"Td00001aa003543","Zm00001eb255680",-0.449503004581859,-1.21686418350795,0.146405359691968,"NS","NS","NS"
"Td00001aa003547","Zm00001eb255600",-0.0141687218222595,0.228892404064339,0.7238802746388,"NS","NS","NS"
"Td00001aa003563","Zm00001eb255450",0.654980714230568,-0.00749895783962508,0.999607992949348,"NS","NS","NS"
"Td00001aa003578","Zm00001eb255240",0.762265732358543,0.502338160180222,0.608869758998779,"NS","NS","NS"
"Td00001aa003586","Zm00001eb255140",-0.966880928098052,-0.551830866537461,0.724970133700556,"NS","NS","NS"
