"gene_td","gene_zm","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa003276","Zm00001eb258600",0.409249790225637,0.33015324412605,0.694135337335389,"NS","NS","NS"
"Td00001aa003277","Zm00001eb258590",1.52185971415247,0.400268501152322,0.613638813118009,"Up","NS","NS"
"Td00001aa003303","Zm00001eb258320",-0.0257286429508988,0.0515140589329408,0.959354385467088,"NS","NS","NS"
"Td00001aa003309","Zm00001eb258260",0.0800442269591797,-0.712067440183982,0.58532182376171,"NS","NS","NS"
"Td00001aa003317","Zm00001eb258200",0.0663808464607784,0.0566894245350742,0.973637632365776,"NS","NS","NS"
"Td00001aa003331","Zm00001eb258070",1.02445382688676,0.126384303034669,0.918423695295628,"Up","NS","NS"
"Td00001aa003346","Zm00001eb257930",-0.604758510864178,-0.458330279483838,0.485472029997928,"NS","NS","NS"
"Td00001aa003349","Zm00001eb257910",0.221705811449564,0.173038516054505,0.835017823568492,"NS","NS","NS"
"Td00001aa003359","Zm00001eb056620",-0.157821926768913,0.452295939121969,0.616483851744793,"NS","NS","NS"
"Td00001aa003400","Zm00001eb257410",-0.961309003256273,2.27207926012086,0.00982818262449132,"NS","Up","NS"
"Td00001aa003426","Zm00001eb257130",0.96446776482182,-0.384447145009895,0.834753448780575,"NS","NS","NS"
"Td00001aa003441","Zm00001eb256970",-0.37785574474262,0.621648961124168,0.509278543470103,"NS","NS","NS"
"Td00001aa003479","Zm00001eb256470",-0.341443816333266,0.388086647480757,0.662478639519239,"NS","NS","NS"
"Td00001aa003480","Zm00001eb256460",2.0050720291717,-4.27238766496174,0.000123836459459098,"Up","Down","NS"
"Td00001aa003508","Zm00001eb256150",-0.518455933482184,-0.223656517502504,0.745125259658357,"NS","NS","NS"
"Td00001aa003516","Zm00001eb256020",-0.109957765312247,1.26038141098285,0.0299947465867477,"NS","Up","NS"
"Td00001aa003538","Zm00001eb255720",0.153811795295835,0.174997772064299,0.809778454464743,"NS","NS","NS"
"Td00001aa003542","Zm00001eb255690",0.0920232926096558,0.293566979280964,0.721581543310288,"NS","NS","NS"
"Td00001aa003543","Zm00001eb255680",-0.449503004581859,-0.0395699335512423,0.972037936284682,"NS","NS","NS"
"Td00001aa003547","Zm00001eb255600",-0.0141687218222595,0.00822299247726683,0.992149869125919,"NS","NS","NS"
"Td00001aa003563","Zm00001eb255450",0.654980714230568,-0.0602012237394325,0.942764316818584,"NS","NS","NS"
"Td00001aa003578","Zm00001eb255240",0.762265732358543,0.546000422993101,0.552804971538779,"NS","NS","NS"
"Td00001aa003586","Zm00001eb255140",-0.966880928098052,0.0888997793595988,0.91700736056637,"NS","NS","NS"
"Td00001aa003625","Zm00001eb254530",0.56663805755954,-0.319551779424026,0.667263603810326,"NS","NS","NS"
