Ag_peptides	Ag_protein	Mg_protein_id	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
Ag00001aa056275_T004_9	Ag00001aa056275_T004	Misin07G495100.1.v7.1	100	19	0	0	1	19	287	305	0.00000934	38.9
Ag00001aa056275_T004_10	Ag00001aa056275_T004	Misin19G086500.1.v7.1	100	15	0	0	2	16	416	430	0.000637	33.5
Ag00001aa056275_T004_11	Ag00001aa056275_T004	Misin19G086500.1.v7.1	100	15	0	0	2	16	416	430	0.000637	33.5
Ag00001aa056275_T004_17	Ag00001aa056275_T004	Misin19G086500.1.v7.1	95.7	23	1	0	1	23	408	430	1.79e-9	49.7
Ag00001aa006025_T001_1	Ag00001aa006025_T001	Misin11G216800.1.v7.1	100	23	0	0	1	23	93	115	8.56e-9	47.8
Ag00001aa006025_T001_8	Ag00001aa006025_T001	Misin09G162800.1.v7.1	100	16	0	0	1	16	298	313	0.000132	35.4
Ag00001aa006025_T001_10	Ag00001aa006025_T001	Misin09G162800.1.v7.1	100	22	0	0	1	22	115	136	0.0000000151	47
Ag00001aa006025_T001_12	Ag00001aa006025_T001	Misin11G216800.1.v7.1	100	24	0	0	1	24	340	363	5.38e-10	51.2
Ag00001aa114775_T001_3	Ag00001aa114775_T001	Misin07G094500.1.v7.1	100	16	0	0	1	16	369	384	0.00000805	38.9
Ag00001aa114775_T001_4	Ag00001aa114775_T001	Misin07G094500.1.v7.1	100	16	0	0	1	16	369	384	0.00000805	38.9
Ag00001aa114775_T001_5	Ag00001aa114775_T001	Misin07G094500.1.v7.1	100	16	0	0	1	16	369	384	0.00000805	38.9
Ag00001aa114775_T001_6	Ag00001aa114775_T001	Misin07G094500.1.v7.1	100	19	0	0	1	19	117	135	0.00000944	38.9
Ag00001aa114775_T001_15	Ag00001aa114775_T001	Misin07G094500.1.v7.1	100	20	0	0	1	20	396	415	0.000000594	42.4
Ag00001aa114775_T001_16	Ag00001aa114775_T001	Misin07G094500.1.v7.1	100	20	0	0	1	20	396	415	0.000000594	42.4
Ag00001aa114775_T001_17	Ag00001aa114775_T001	Misin18G176900.1.v7.1	100	19	0	0	1	19	54	72	0.000000564	42.4
Ag00001aa114775_T001_18	Ag00001aa114775_T001	Misin18G176900.1.v7.1	100	19	0	0	1	19	54	72	0.000000564	42.4
Ag00001aa013456_T001_1	Ag00001aa013456_T001	Misin04G386000.1.v7.1	84.2	38	6	0	1	38	72	109	0.00000249	41.6
Ag00001aa013456_T001_2	Ag00001aa013456_T001	Misin04G386000.1.v7.1	84.2	38	6	0	1	38	72	109	0.00000249	41.6
Ag00001aa013456_T001_3	Ag00001aa013456_T001	Misin04G386000.1.v7.1	84.6	39	6	0	1	39	72	110	0.000000378	43.9
Ag00001aa013456_T001_4	Ag00001aa013456_T001	Misin04G386000.1.v7.1	84.6	39	6	0	1	39	72	110	0.000000378	43.9
Ag00001aa013456_T001_8	Ag00001aa013456_T001	Misin03G356400.1.v7.1	94.1	17	1	0	1	17	130	146	0.00000447	39.7
Ag00001aa013456_T001_9	Ag00001aa013456_T001	Misin03G356400.1.v7.1	94.1	17	1	0	1	17	130	146	0.00000447	39.7
Ag00001aa013456_T001_10	Ag00001aa013456_T001	Misin03G356400.1.v7.1	94.1	17	1	0	1	17	130	146	0.00000447	39.7
Ag00001aa013456_T001_15	Ag00001aa013456_T001	Misin04G386000.1.v7.1	100	18	0	0	1	18	38	55	0.0000167	38.1
Ag00001aa013456_T001_16	Ag00001aa013456_T001	Misin04G386000.1.v7.1	100	18	0	0	1	18	38	55	0.0000167	38.1
Ag00001aa026564_T001_6	Ag00001aa026564_T001	Misin16G032200.1.v7.1	100	16	0	0	1	16	227	242	0.000642	33.5
Ag00001aa026564_T001_7	Ag00001aa026564_T001	Misin16G032200.1.v7.1	100	16	0	0	1	16	227	242	0.000642	33.5
Ag00001aa026564_T001_8	Ag00001aa026564_T001	Misin16G032200.1.v7.1	100	16	0	0	1	16	323	338	0.000028	37.4
Ag00001aa026564_T001_9	Ag00001aa026564_T001	Misin16G032200.1.v7.1	100	14	0	0	1	14	248	261	0.000224	34.7
Ag00001aa026564_T001_10	Ag00001aa026564_T001	Misin16G032200.1.v7.1	100	14	0	0	1	14	248	261	0.000224	34.7
Ag00001aa026564_T001_11	Ag00001aa026564_T001	Misin16G032200.1.v7.1	100	25	0	0	1	25	408	432	3.41e-11	54.7
Ag00001aa026564_T001_12	Ag00001aa026564_T001	Misin16G032200.1.v7.1	100	25	0	0	1	25	408	432	3.41e-11	54.7
Ag00001aa026564_T001_13	Ag00001aa026564_T001	Misin16G032200.1.v7.1	100	27	0	0	1	27	145	171	5.76e-12	57
Ag00001aa026564_T001_14	Ag00001aa026564_T001	Misin16G032200.1.v7.1	100	19	0	0	1	19	262	280	0.000000301	43.1
Ag00001aa026564_T001_16	Ag00001aa026564_T001	Misin16G032200.1.v7.1	100	17	0	0	1	17	295	311	0.0000216	37.7
Ag00001aa026564_T001_21	Ag00001aa026564_T001	Misin16G032200.1.v7.1	100	18	0	0	1	18	192	209	0.000109	35.8
Ag00001aa026564_T001_22	Ag00001aa026564_T001	Misin16G032200.1.v7.1	100	18	0	0	1	18	192	209	0.000109	35.8
Ag00001aa030359_T001_1	Ag00001aa030359_T001	Misin07G548500.1.v7.1	100	35	0	0	1	35	206	240	8.42e-18	73.2
Ag00001aa030359_T001_2	Ag00001aa030359_T001	Misin07G437200.1.v7.1	100	17	0	0	1	17	33	49	0.00000633	39.3
Ag00001aa030359_T001_4	Ag00001aa030359_T001	Misin07G548500.1.v7.1	100	25	0	0	1	25	177	201	2.89e-10	52
Ag00001aa030359_T001_5	Ag00001aa030359_T001	Misin11G167700.1.v7.1	100	23	0	0	1	23	154	176	1.76e-9	49.7
Ag00001aa030359_T001_6	Ag00001aa030359_T001	Misin11G167700.1.v7.1	100	23	0	0	1	23	154	176	1.76e-9	49.7
Ag00001aa030359_T001_8	Ag00001aa030359_T001	Misin07G437200.1.v7.1	100	17	0	0	1	17	19	35	0.0000118	38.5
Ag00001aa030359_T001_9	Ag00001aa030359_T001	Misin07G437200.1.v7.1	100	31	0	0	1	31	19	49	3.6e-15	65.9
Ag00001aa030359_T001_10	Ag00001aa030359_T001	Misin07G437200.1.v7.1	100	31	0	0	1	31	19	49	3.6e-15	65.9
Ag00001aa068345_T001_4	Ag00001aa068345_T001	Misin17G038800.1.v7.1	100	18	0	0	1	18	107	124	0.000000993	41.6
Ag00001aa068345_T001_6	Ag00001aa068345_T001	Misin17G243800.1.v7.1	100	15	0	0	1	15	260	274	0.00000296	40
Ag00001aa068345_T001_7	Ag00001aa068345_T001	Misin17G243800.1.v7.1	100	15	0	0	1	15	260	274	0.00000296	40
Ag00001aa068345_T001_9	Ag00001aa068345_T001	Misin16G231700.1.v7.1	93.5	31	2	0	1	31	137	167	6.4e-14	62.8
Ag00001aa068345_T001_10	Ag00001aa068345_T001	Misin16G231700.1.v7.1	94.7	19	1	0	1	19	77	95	0.0000000856	44.7
Ag00001aa068345_T001_11	Ag00001aa068345_T001	Misin16G231700.1.v7.1	94.7	19	1	0	1	19	77	95	0.0000000856	44.7
Ag00001aa068345_T001_12	Ag00001aa068345_T001	Misin16G231700.1.v7.1	100	15	0	0	1	15	213	227	0.00000756	38.9
Ag00001aa068345_T001_14	Ag00001aa068345_T001	Misin16G231700.1.v7.1	95.5	22	1	0	1	22	320	341	0.000000653	42.4
Ag00001aa068345_T001_15	Ag00001aa068345_T001	Misin16G231700.1.v7.1	95.5	22	1	0	1	22	456	477	2.33e-9	49.3
Ag00001aa105821_T001_2	Ag00001aa105821_T001	Misin07G269200.1.v7.1	95.2	21	1	0	1	21	412	432	0.000000244	43.5
Ag00001aa105821_T001_5	Ag00001aa105821_T001	Misin07G269200.1.v7.1	100	18	0	0	1	18	332	349	0.00000137	41.2
Ag00001aa105821_T001_7	Ag00001aa105821_T001	Misin07G269200.1.v7.1	100	17	0	0	1	17	224	240	0.0000554	36.6
Ag00001aa105821_T001_8	Ag00001aa105821_T001	Misin07G269200.1.v7.1	100	17	0	0	1	17	224	240	0.0000554	36.6
Ag00001aa105821_T001_10	Ag00001aa105821_T001	Misin07G269200.1.v7.1	100	17	0	0	1	17	201	217	0.00000177	40.8
Ag00001aa105821_T001_12	Ag00001aa105821_T001	Misin07G269200.1.v7.1	100	18	0	0	1	18	128	145	0.00000478	39.7
Ag00001aa105821_T001_13	Ag00001aa105821_T001	Misin07G269200.1.v7.1	100	18	0	0	1	18	128	145	0.00000478	39.7
Ag00001aa105821_T001_17	Ag00001aa105821_T001	Misin07G269200.1.v7.1	100	30	0	0	1	30	350	379	1.04e-15	67.8
Ag00001aa105821_T001_18	Ag00001aa105821_T001	Misin07G269200.1.v7.1	100	30	0	0	1	30	350	379	1.04e-15	67.8
Ag00001aa105821_T001_19	Ag00001aa105821_T001	Misin07G269200.1.v7.1	100	24	0	0	1	24	280	303	2.12e-10	52.4
Ag00001aa105821_T001_20	Ag00001aa105821_T001	Misin13G149600.1.v7.1	96	25	1	0	1	25	103	127	6.96e-9	48.1
Ag00001aa105821_T001_22	Ag00001aa105821_T001	Misin07G269200.1.v7.1	100	19	0	0	1	19	390	408	0.00000689	39.3
Ag00001aa079216_T001_4	Ag00001aa079216_T001	Misin05G059300.1.v7.1	100	25	0	0	1	25	391	415	1.97e-9	49.7
Ag00001aa079216_T001_5	Ag00001aa079216_T001	Misin05G059300.1.v7.1	100	25	0	0	1	25	391	415	1.97e-9	49.7
Ag00001aa079216_T001_6	Ag00001aa079216_T001	Misin05G059300.1.v7.1	100	16	0	0	1	16	507	522	0.00000581	39.3
Ag00001aa079216_T001_10	Ag00001aa079216_T001	Misin05G059300.1.v7.1	100	17	0	0	1	17	117	133	0.00000838	38.9
Ag00001aa079216_T001_12	Ag00001aa079216_T001	Misin05G059300.1.v7.1	100	19	0	0	1	19	552	570	0.000000557	42.4
Ag00001aa079216_T001_14	Ag00001aa079216_T001	Misin05G059300.1.v7.1	100	12	0	0	1	12	289	300	0.000271	34.3
Ag00001aa079216_T001_18	Ag00001aa079216_T001	Misin05G059300.1.v7.1	100	26	0	0	1	26	497	522	8.36e-13	59.3
Ag00001aa079216_T001_20	Ag00001aa079216_T001	Misin05G059300.1.v7.1	100	20	0	0	1	20	476	495	0.00000001	47.4
Ag00001aa079216_T001_21	Ag00001aa079216_T001	Misin05G059300.1.v7.1	100	20	0	0	1	20	476	495	0.00000001	47.4
Ag00001aa107686_T001_1	Ag00001aa107686_T001	Misin18G283200.1.v7.1	100	19	0	0	1	19	219	237	0.000000295	43.1
Ag00001aa107686_T001_3	Ag00001aa107686_T001	Misin11G051000.1.v7.1	94.4	18	1	0	1	18	83	100	0.000000278	43.1
Ag00001aa107686_T001_5	Ag00001aa107686_T001	Misin18G283200.1.v7.1	100	14	0	0	1	14	25	38	0.000161	35
Ag00001aa107686_T001_7	Ag00001aa107686_T001	Misin18G283200.1.v7.1	100	31	0	0	1	31	71	101	8.01e-16	68.2
Ag00001aa107686_T001_9	Ag00001aa107686_T001	Misin11G051000.1.v7.1	100	14	0	0	1	14	246	259	0.000219	34.7
Ag00001aa107686_T001_11	Ag00001aa107686_T001	Misin11G051000.1.v7.1	94.7	19	1	0	1	19	64	82	0.00000492	39.7
Ag00001aa107686_T001_13	Ag00001aa107686_T001	Misin11G051000.1.v7.1	75.9	29	6	1	1	28	101	129	0.00000419	40.4
Ag00001aa107686_T001_17	Ag00001aa107686_T001	Misin18G283200.1.v7.1	100	16	0	0	1	16	365	380	0.00000421	39.7
Ag00001aa041966_T001_1	Ag00001aa041966_T001	Misin12G062300.1.v7.1	100	17	0	0	1	17	717	733	0.00000324	40
Ag00001aa041966_T001_2	Ag00001aa041966_T001	Misin12G062300.1.v7.1	100	17	0	0	1	17	717	733	0.00000324	40
Ag00001aa041966_T001_8	Ag00001aa041966_T001	Misin14G068300.1.v7.1	100	14	0	0	1	14	159	172	0.000219	34.7
Ag00001aa041966_T001_9	Ag00001aa041966_T001	Misin14G068300.1.v7.1	100	14	0	0	1	14	159	172	0.000219	34.7
Ag00001aa041966_T001_11	Ag00001aa041966_T001	Misin11G057700.1.v7.1	100	25	0	0	1	25	112	136	1.6e-10	52.8
Ag00001aa041966_T001_13	Ag00001aa041966_T001	Misin12G062300.1.v7.1	100	22	0	0	1	22	681	702	3.14e-9	48.9
Ag00001aa054658_T001_2	Ag00001aa054658_T001	Misin12G275300.1.v7.1	100	23	0	0	1	23	197	219	5.76e-11	53.9
Ag00001aa054658_T001_3	Ag00001aa054658_T001	Misin12G275300.1.v7.1	100	23	0	0	1	23	197	219	5.76e-11	53.9
Ag00001aa054658_T001_4	Ag00001aa054658_T001	Misin12G275300.1.v7.1	100	23	0	0	1	23	197	219	5.76e-11	53.9
Ag00001aa054658_T001_12	Ag00001aa054658_T001	Misin12G275300.1.v7.1	100	17	0	0	1	17	180	196	0.00000176	40.8
Ag00001aa054658_T001_16	Ag00001aa054658_T001	Misin12G275300.1.v7.1	100	15	0	0	1	15	244	258	0.000604	33.5
Ag00001aa054658_T001_17	Ag00001aa054658_T001	Misin12G275300.1.v7.1	100	27	0	0	1	27	421	447	1.07e-11	56.2
Ag00001aa009446_T001_2	Ag00001aa009446_T001	Misin02G386400.1.v7.1	100	22	0	0	1	22	11	32	0.0000000194	46.6
Ag00001aa009446_T001_4	Ag00001aa009446_T001	Misin01G393200.1.v7.1	100	20	0	0	1	20	201	220	0.00000738	39.3
Ag00001aa009446_T001_8	Ag00001aa009446_T001	Misin01G393200.1.v7.1	93.8	16	1	0	1	16	176	191	0.000187	35
Ag00001aa009446_T001_12	Ag00001aa009446_T001	Misin01G393200.1.v7.1	100	14	0	0	1	14	117	130	0.000123	35.4
Ag00001aa009446_T001_14	Ag00001aa009446_T001	Misin01G393200.1.v7.1	93.3	15	1	0	1	15	177	191	0.000847	33.1
Ag00001aa009446_T001_16	Ag00001aa009446_T001	Misin02G386400.1.v7.1	100	18	0	0	1	18	101	118	0.000000726	42
Ag00001aa009446_T001_17	Ag00001aa009446_T001	Misin02G386400.1.v7.1	100	19	0	0	1	19	101	119	0.000000156	43.9
Ag00001aa022245_T002_1	Ag00001aa022245_T002	Misin01G402100.1.v7.1	100	23	0	0	1	23	638	660	9.47e-10	50.4
Ag00001aa022245_T002_2	Ag00001aa022245_T002	Misin01G402100.1.v7.1	100	23	0	0	1	23	638	660	9.47e-10	50.4
Ag00001aa022245_T002_4	Ag00001aa022245_T002	Misin01G402100.1.v7.1	100	14	0	0	1	14	671	684	0.000411	33.9
Ag00001aa022245_T002_5	Ag00001aa022245_T002	Misin01G402100.1.v7.1	100	14	0	0	1	14	671	684	0.000411	33.9
Ag00001aa022245_T002_8	Ag00001aa022245_T002	Misin01G402100.1.v7.1	100	17	0	0	1	17	831	847	0.00000127	41.2
Ag00001aa022245_T002_12	Ag00001aa022245_T002	Misin01G402100.1.v7.1	100	14	0	0	1	14	547	560	0.0000246	37.4
Ag00001aa022245_T002_13	Ag00001aa022245_T002	Misin01G402100.1.v7.1	100	16	0	0	1	16	410	425	0.0000703	36.2
Ag00001aa022245_T002_14	Ag00001aa022245_T002	Misin01G402100.1.v7.1	100	21	0	0	1	21	576	596	0.0000000016	49.7
Ag00001aa022245_T002_15	Ag00001aa022245_T002	Misin01G402100.1.v7.1	100	21	0	0	1	21	576	596	0.0000000016	49.7
Ag00001aa022245_T002_17	Ag00001aa022245_T002	Misin01G402100.1.v7.1	100	21	0	0	1	21	448	468	0.0000000934	44.7
Ag00001aa022245_T002_18	Ag00001aa022245_T002	Misin01G402100.1.v7.1	100	14	0	0	1	14	485	498	0.000562	33.5
Ag00001aa022245_T002_19	Ag00001aa022245_T002	Misin01G402100.1.v7.1	100	21	0	0	1	21	526	546	0.000000612	42.4
Ag00001aa022245_T002_20	Ag00001aa022245_T002	Misin01G402100.1.v7.1	100	28	0	0	1	28	258	285	4.88e-13	60.1
Ag00001aa022245_T002_22	Ag00001aa022245_T002	Misin01G402100.1.v7.1	100	14	0	0	1	14	685	698	0.000768	33.1
Ag00001aa030831_T001_1	Ag00001aa030831_T001	Misin07G495100.1.v7.1	100	15	0	0	1	15	466	480	0.000602	33.5
Ag00001aa030831_T001_5	Ag00001aa030831_T001	Misin07G495100.1.v7.1	100	13	0	0	1	13	424	436	0.000735	33.1
Ag00001aa030831_T001_6	Ag00001aa030831_T001	Misin19G086500.1.v7.1	100	15	0	0	1	15	190	204	0.0000674	36.2
Ag00001aa030831_T001_7	Ag00001aa030831_T001	Misin19G086500.1.v7.1	100	15	0	0	1	15	190	204	0.0000674	36.2
Ag00001aa030831_T001_8	Ag00001aa030831_T001	Misin07G495100.1.v7.1	100	19	0	0	1	19	287	305	0.00000934	38.9
Ag00001aa030831_T001_9	Ag00001aa030831_T001	Misin19G086500.1.v7.1	100	15	0	0	2	16	416	430	0.000637	33.5
Ag00001aa030831_T001_10	Ag00001aa030831_T001	Misin19G086500.1.v7.1	100	15	0	0	2	16	416	430	0.000637	33.5
Ag00001aa030831_T001_14	Ag00001aa030831_T001	Misin07G495100.1.v7.1	88.9	18	2	0	1	18	91	108	0.00052	33.9
Ag00001aa030831_T001_17	Ag00001aa030831_T001	Misin19G086500.1.v7.1	95.7	23	1	0	1	23	408	430	1.79e-9	49.7
Ag00001aa030831_T001_19	Ag00001aa030831_T001	Misin19G086500.1.v7.1	94.1	17	1	0	1	17	112	128	0.0000752	36.2
Ag00001aa005265_T004_2	Ag00001aa005265_T004	Misin12G063000.1.v7.1	100	20	0	0	1	20	585	604	0.000000228	43.5
Ag00001aa005265_T004_6	Ag00001aa005265_T004	Misin07G246800.1.v7.1	100	16	0	0	1	16	385	400	0.0000515	36.6
Ag00001aa005265_T004_8	Ag00001aa005265_T004	Misin12G063000.1.v7.1	100	14	0	0	1	14	308	321	0.000302	34.3
Ag00001aa005265_T004_10	Ag00001aa005265_T004	Misin07G246800.1.v7.1	100	14	0	0	1	14	612	625	0.000563	33.5
Ag00001aa005265_T004_13	Ag00001aa005265_T004	Misin12G063000.1.v7.1	100	18	0	0	1	18	457	474	0.000378	34.3
Ag00001aa005265_T004_14	Ag00001aa005265_T004	Misin12G063000.1.v7.1	100	18	0	0	1	18	457	474	0.000378	34.3
Ag00001aa005265_T004_15	Ag00001aa005265_T004	Misin12G063000.1.v7.1	100	19	0	0	1	19	337	355	0.00000142	41.2
Ag00001aa005265_T004_17	Ag00001aa005265_T004	Misin12G063000.1.v7.1	100	21	0	0	1	21	609	629	0.00000157	41.2
Ag00001aa005265_T004_20	Ag00001aa005265_T004	Misin12G063000.1.v7.1	100	16	0	0	1	16	185	200	0.000866	33.1
Ag00001aa005265_T004_21	Ag00001aa005265_T004	Misin12G063000.1.v7.1	100	16	0	0	1	16	185	200	0.000866	33.1
Ag00001aa015568_T003_9	Ag00001aa015568_T003	Misin06G373500.1.v7.1	95.7	23	1	0	1	23	151	173	2.47e-9	49.3
Ag00001aa015568_T003_18	Ag00001aa015568_T003	Misin05G406500.1.v7.1	100	22	0	0	1	22	232	253	0.000000021	46.6
Ag00001aa085469_T003_2	Ag00001aa085469_T003	Misin19G076600.1.v7.1	96.2	26	1	0	1	26	162	187	5.81e-10	51.2
Ag00001aa085469_T003_3	Ag00001aa085469_T003	Misin19G076600.1.v7.1	96.2	26	1	0	1	26	162	187	5.81e-10	51.2
Ag00001aa085469_T003_9	Ag00001aa085469_T003	Misin19G076600.1.v7.1	96.3	27	1	0	1	27	161	187	1.25e-10	53.1
Ag00001aa085469_T003_10	Ag00001aa085469_T003	Misin19G076600.1.v7.1	96.3	27	1	0	1	27	161	187	1.25e-10	53.1
Ag00001aa085469_T003_11	Ag00001aa085469_T003	Misin19G076600.1.v7.1	96.3	27	1	0	1	27	161	187	1.25e-10	53.1
Ag00001aa085469_T003_12	Ag00001aa085469_T003	Misin12G235600.1.v7.1	100	16	0	0	1	16	183	198	0.000346	34.3
Ag00001aa085469_T003_13	Ag00001aa085469_T003	Misin18G060800.1.v7.1	100	15	0	0	1	15	267	281	0.000328	34.3
Ag00001aa085469_T003_14	Ag00001aa085469_T003	Misin18G060800.1.v7.1	100	15	0	0	1	15	267	281	0.000328	34.3
Ag00001aa085469_T003_16	Ag00001aa085469_T003	Misin19G076500.1.v7.1	95.2	21	1	0	1	21	63	83	0.000000132	44.3
Ag00001aa063568_T003_5	Ag00001aa063568_T003	Misin07G246800.1.v7.1	100	16	0	0	1	16	385	400	0.0000515	36.6
Ag00001aa063568_T003_6	Ag00001aa063568_T003	Misin12G063000.1.v7.1	100	15	0	0	1	15	650	664	0.000014	38.1
Ag00001aa063568_T003_8	Ag00001aa063568_T003	Misin12G063000.1.v7.1	100	14	0	0	1	14	308	321	0.000302	34.3
Ag00001aa063568_T003_10	Ag00001aa063568_T003	Misin07G246800.1.v7.1	100	14	0	0	1	14	612	625	0.000563	33.5
Ag00001aa063568_T003_13	Ag00001aa063568_T003	Misin12G063000.1.v7.1	100	18	0	0	1	18	457	474	0.000378	34.3
Ag00001aa063568_T003_14	Ag00001aa063568_T003	Misin12G063000.1.v7.1	100	18	0	0	1	18	457	474	0.000378	34.3
Ag00001aa063568_T003_15	Ag00001aa063568_T003	Misin12G063000.1.v7.1	100	19	0	0	1	19	337	355	0.00000142	41.2
Ag00001aa063568_T003_19	Ag00001aa063568_T003	Misin12G063000.1.v7.1	100	16	0	0	1	16	185	200	0.000866	33.1
Ag00001aa063568_T003_20	Ag00001aa063568_T003	Misin12G063000.1.v7.1	100	16	0	0	1	16	185	200	0.000866	33.1
Ag00001aa075355_T001_1	Ag00001aa075355_T001	Misin07G369400.1.v7.1	53.1	49	9	2	1	35	388	436	0.000000507	43.5
Ag00001aa075355_T001_2	Ag00001aa075355_T001	Misin07G369400.1.v7.1	53.1	49	9	2	1	35	388	436	0.000000507	43.5
Ag00001aa075355_T001_3	Ag00001aa075355_T001	Misin07G369400.1.v7.1	53.1	49	9	2	1	35	388	436	0.000000507	43.5
Ag00001aa075355_T001_4	Ag00001aa075355_T001	Misin07G369400.1.v7.1	53.1	49	9	2	1	35	388	436	0.000000507	43.5
Ag00001aa075355_T001_6	Ag00001aa075355_T001	Misin07G369400.1.v7.1	88.2	17	2	0	1	17	371	387	0.0000157	38.1
Ag00001aa009415_T001_6	Ag00001aa009415_T001	Misin01G391000.1.v7.1	100	17	0	0	1	17	193	209	0.0000416	37
Ag00001aa009415_T001_9	Ag00001aa009415_T001	Misin01G391000.1.v7.1	100	18	0	0	1	18	62	79	0.00000911	38.9
Ag00001aa009415_T001_10	Ag00001aa009415_T001	Misin01G391000.1.v7.1	100	18	0	0	1	18	62	79	0.00000911	38.9
Ag00001aa009415_T001_12	Ag00001aa009415_T001	Misin01G391000.1.v7.1	100	20	0	0	1	20	148	167	0.000000431	42.7
Ag00001aa009415_T001_13	Ag00001aa009415_T001	Misin01G391000.1.v7.1	100	20	0	0	1	20	148	167	0.000000431	42.7
Ag00001aa005230_T002_1	Ag00001aa005230_T002	Misin12G196100.1.v7.1	100	24	0	0	1	24	307	330	1.01e-9	50.4
Ag00001aa005230_T002_4	Ag00001aa005230_T002	Misin12G196100.1.v7.1	100	22	0	0	1	22	260	281	0.0000000286	46.2
Ag00001aa005230_T002_5	Ag00001aa005230_T002	Misin12G196100.1.v7.1	100	22	0	0	1	22	260	281	0.0000000286	46.2
Ag00001aa005230_T002_6	Ag00001aa005230_T002	Misin12G196100.1.v7.1	100	22	0	0	1	22	260	281	0.0000000286	46.2
Ag00001aa005230_T002_10	Ag00001aa005230_T002	Misin12G196100.1.v7.1	100	15	0	0	1	15	107	121	0.000443	33.9
Ag00001aa005230_T002_11	Ag00001aa005230_T002	Misin12G196100.1.v7.1	100	15	0	0	1	15	107	121	0.000443	33.9
Ag00001aa101000_T001_3	Ag00001aa101000_T001	Misin07G046200.1.v7.1	100	19	0	0	1	19	176	194	0.00000195	40.8
Ag00001aa101000_T001_4	Ag00001aa101000_T001	Misin07G046200.1.v7.1	100	19	0	0	1	19	176	194	0.00000195	40.8
Ag00001aa101000_T001_10	Ag00001aa101000_T001	Misin07G046200.1.v7.1	100	20	0	0	1	20	51	70	0.000000048	45.4
Ag00001aa101000_T001_14	Ag00001aa101000_T001	Misin07G046200.1.v7.1	100	21	0	0	1	21	260	280	5.66e-9	48.1
Ag00001aa101000_T001_15	Ag00001aa101000_T001	Misin07G046200.1.v7.1	100	17	0	0	1	17	405	421	0.0000549	36.6
Ag00001aa101000_T001_16	Ag00001aa101000_T001	Misin07G046200.1.v7.1	100	17	0	0	1	17	405	421	0.0000549	36.6
Ag00001aa101000_T001_18	Ag00001aa101000_T001	Misin07G046200.1.v7.1	100	22	0	0	1	22	88	109	0.0000000532	45.4
Ag00001aa021282_T001_1	Ag00001aa021282_T001	Misin01G493300.1.v7.1	94.1	34	2	0	1	34	96	129	1.49e-15	67
Ag00001aa021282_T001_8	Ag00001aa021282_T001	Misin01G493300.1.v7.1	95	20	1	0	1	20	211	230	0.000000125	44.3
Ag00001aa021282_T001_9	Ag00001aa021282_T001	Misin01G493300.1.v7.1	95	20	1	0	1	20	211	230	0.000000125	44.3
Ag00001aa021282_T001_11	Ag00001aa021282_T001	Misin01G493300.1.v7.1	100	21	0	0	1	21	49	69	0.0000000959	44.7
Ag00001aa122367_T001_1	Ag00001aa122367_T001	Misin14G101000.1.v7.1	100	26	0	0	1	26	732	757	9.01e-11	53.5
Ag00001aa122367_T001_2	Ag00001aa122367_T001	Misin14G101000.1.v7.1	100	26	0	0	1	26	732	757	9.01e-11	53.5
Ag00001aa122367_T001_3	Ag00001aa122367_T001	Misin14G101000.1.v7.1	100	26	0	0	1	26	732	757	9.01e-11	53.5
Ag00001aa122367_T001_4	Ag00001aa122367_T001	Misin14G101000.1.v7.1	100	26	0	0	1	26	732	757	9.01e-11	53.5
Ag00001aa122367_T001_11	Ag00001aa122367_T001	Misin15G120100.1.v7.1	95.7	23	1	0	1	23	584	606	0.0000000217	46.6
Ag00001aa122367_T001_12	Ag00001aa122367_T001	Misin15G120100.1.v7.1	94.4	18	1	0	1	18	610	627	0.0000785	36.2
Ag00001aa122367_T001_16	Ag00001aa122367_T001	Misin14G101000.1.v7.1	100	21	0	0	1	21	164	184	0.000000128	44.3
Ag00001aa122367_T001_18	Ag00001aa122367_T001	Misin14G101000.1.v7.1	100	17	0	0	1	17	301	317	0.000000363	42.7
Ag00001aa122367_T001_19	Ag00001aa122367_T001	Misin14G101000.1.v7.1	100	16	0	0	1	16	248	263	0.00000575	39.3
Ag00001aa122367_T001_21	Ag00001aa122367_T001	Misin14G101000.1.v7.1	100	14	0	0	1	14	437	450	0.00022	34.7
Ag00001aa122367_T001_23	Ag00001aa122367_T001	Misin14G101000.1.v7.1	100	16	0	0	1	16	354	369	0.000000135	43.9
Ag00001aa031443_T003_2	Ag00001aa031443_T003	Misin07G540400.1.v7.1	100	17	0	0	1	17	184	200	0.000676	33.5
Ag00001aa031443_T003_3	Ag00001aa031443_T003	MisinT110700.1.v7.1	100	15	0	0	1	15	280	294	0.000827	33.1
Ag00001aa031443_T003_7	Ag00001aa031443_T003	Misin07G540400.1.v7.1	100	17	0	0	1	17	301	317	0.000103	35.8
Ag00001aa031443_T003_8	Ag00001aa031443_T003	Misin07G540400.1.v7.1	100	16	0	0	1	16	339	354	0.0000382	37
Ag00001aa031443_T003_10	Ag00001aa031443_T003	Misin07G540400.1.v7.1	100	31	0	0	1	31	5	35	1.34e-14	64.7
Ag00001aa031443_T003_11	Ag00001aa031443_T003	Misin07G540400.1.v7.1	100	31	0	0	1	31	5	35	1.34e-14	64.7
Ag00001aa031443_T003_12	Ag00001aa031443_T003	Misin07G540400.1.v7.1	100	31	0	0	1	31	5	35	1.34e-14	64.7
