Orthogroup	Td_ID	Td-FL_9056069_6	Data	Zm_ID
OG0000470	Td00001aa020317	Td00001aa020317_T002	Zm00001eb092590_P004	Zm00001eb092590
OG0000470	Td00001aa020317	Td00001aa020317_T002	Zm00001eb092590_P003	Zm00001eb092590
OG0005093	Td00001aa020319	Td00001aa020319_T001	Zm00001eb092610_P001	Zm00001eb092610
OG0005093	Td00001aa020319	Td00001aa020319_T001	Zm00001eb092610_P002	Zm00001eb092610
OG0005093	Td00001aa020319	Td00001aa020319_T001	Zm00001eb092610_P003	Zm00001eb092610
OG0010117	Td00001aa020322	Td00001aa020322_T001	Zm00001eb092630_P001	Zm00001eb092630
OG0010117	Td00001aa020322	Td00001aa020322_T001	Zm00001eb092630_P002	Zm00001eb092630
OG0025065	Td00001aa020326	Td00001aa020326_T001	Zm00001eb092640_P001	Zm00001eb092640
OG0025066	Td00001aa020327	Td00001aa020327_T001	Zm00001eb092650_P001	Zm00001eb092650
OG0025067	Td00001aa020328	Td00001aa020328_T001	Zm00001eb092670_P001	Zm00001eb092670
OG0005094	Td00001aa020330	Td00001aa020330_T001	Zm00001eb092690_P001	Zm00001eb092690
OG0005094	Td00001aa020330	Td00001aa020330_T001	Zm00001eb092690_P002	Zm00001eb092690
OG0005094	Td00001aa020330	Td00001aa020330_T001	Zm00001eb092690_P003	Zm00001eb092690
OG0025068	Td00001aa020332	Td00001aa020332_T001	Zm00001eb092710_P001	Zm00001eb092710
OG0025069	Td00001aa020334	Td00001aa020334_T001	Zm00001eb092730_P001	Zm00001eb092730
OG0025070	Td00001aa020337	Td00001aa020337_T002	Zm00001eb092770_P001	Zm00001eb092770
OG0010118	Td00001aa020338	Td00001aa020338_T001	Zm00001eb092800_P001	Zm00001eb092800
OG0010118	Td00001aa020338	Td00001aa020338_T002	Zm00001eb092800_P001	Zm00001eb092800
OG0002772	Td00001aa020339	Td00001aa020339_T003	Zm00001eb092810_P002	Zm00001eb092810
OG0002772	Td00001aa020339	Td00001aa020339_T003	Zm00001eb092810_P001	Zm00001eb092810
OG0002772	Td00001aa020339	Td00001aa020339_T002	Zm00001eb092810_P002	Zm00001eb092810
OG0002772	Td00001aa020339	Td00001aa020339_T002	Zm00001eb092810_P001	Zm00001eb092810
OG0002772	Td00001aa020339	Td00001aa020339_T001	Zm00001eb092810_P002	Zm00001eb092810
OG0002772	Td00001aa020339	Td00001aa020339_T001	Zm00001eb092810_P001	Zm00001eb092810
OG0025071	Td00001aa020340	Td00001aa020340_T001	Zm00001eb092840_P001	Zm00001eb092840
OG0005095	Td00001aa020341	Td00001aa020341_T002	Zm00001eb092850_P002	Zm00001eb092850
OG0005095	Td00001aa020341	Td00001aa020341_T002	Zm00001eb092850_P003	Zm00001eb092850
OG0005095	Td00001aa020341	Td00001aa020341_T001	Zm00001eb092850_P002	Zm00001eb092850
OG0005095	Td00001aa020341	Td00001aa020341_T001	Zm00001eb092850_P003	Zm00001eb092850
OG0025072	Td00001aa020343	Td00001aa020343_T003	Zm00001eb092870_P001	Zm00001eb092870
OG0000301	Td00001aa020344	Td00001aa020344_T001	Zm00001eb092880_P004	Zm00001eb092880
OG0000301	Td00001aa020344	Td00001aa020344_T001	Zm00001eb092880_P005	Zm00001eb092880
OG0000301	Td00001aa020344	Td00001aa020344_T001	Zm00001eb092880_P008	Zm00001eb092880
OG0000301	Td00001aa020344	Td00001aa020344_T001	Zm00001eb092880_P003	Zm00001eb092880
OG0000301	Td00001aa020344	Td00001aa020344_T001	Zm00001eb092880_P006	Zm00001eb092880
OG0000301	Td00001aa020344	Td00001aa020344_T001	Zm00001eb092880_P002	Zm00001eb092880
OG0000301	Td00001aa020344	Td00001aa020344_T001	Zm00001eb092880_P001	Zm00001eb092880
OG0000301	Td00001aa020344	Td00001aa020344_T001	Zm00001eb092880_P007	Zm00001eb092880
OG0025073	Td00001aa020347	Td00001aa020347_T001	Zm00001eb092890_P001	Zm00001eb092890
OG0025074	Td00001aa020348	Td00001aa020348_T002	Zm00001eb092900_P001	Zm00001eb092900
OG0002773	Td00001aa020353	Td00001aa020353_T001	Zm00001eb092940_P001	Zm00001eb092940
OG0002773	Td00001aa020355	Td00001aa020355_T001	Zm00001eb092940_P001	Zm00001eb092940
OG0002773	Td00001aa020351	Td00001aa020351_T001	Zm00001eb092940_P001	Zm00001eb092940
OG0002773	Td00001aa020353	Td00001aa020353_T001	Zm00001eb092950_P001	Zm00001eb092950
OG0002773	Td00001aa020355	Td00001aa020355_T001	Zm00001eb092950_P001	Zm00001eb092950
OG0002773	Td00001aa020351	Td00001aa020351_T001	Zm00001eb092950_P001	Zm00001eb092950
OG0000136	Td00001aa020364	Td00001aa020364_T001	Zm00001eb092980_P001	Zm00001eb092980
OG0000136	Td00001aa020366	Td00001aa020366_T001	Zm00001eb092980_P001	Zm00001eb092980
OG0000136	Td00001aa020360	Td00001aa020360_T001	Zm00001eb092980_P001	Zm00001eb092980
OG0000136	Td00001aa020365	Td00001aa020365_T001	Zm00001eb092980_P001	Zm00001eb092980
OG0000136	Td00001aa020362	Td00001aa020362_T001	Zm00001eb092980_P001	Zm00001eb092980
OG0000136	Td00001aa020363	Td00001aa020363_T001	Zm00001eb092980_P001	Zm00001eb092980
OG0000136	Td00001aa020369	Td00001aa020369_T001	Zm00001eb092980_P001	Zm00001eb092980
OG0000136	Td00001aa020367	Td00001aa020367_T001	Zm00001eb092980_P001	Zm00001eb092980
OG0000136	Td00001aa020361	Td00001aa020361_T001	Zm00001eb092980_P001	Zm00001eb092980
OG0000136	Td00001aa020368	Td00001aa020368_T001	Zm00001eb092980_P001	Zm00001eb092980
OG0025075	Td00001aa020371	Td00001aa020371_T001	Zm00001eb093110_P001	Zm00001eb093110
OG0025076	Td00001aa020372	Td00001aa020372_T002	Zm00001eb093120_P001	Zm00001eb093120
OG0025077	Td00001aa020373	Td00001aa020373_T002	Zm00001eb093130_P001	Zm00001eb093130
OG0010119	Td00001aa020374	Td00001aa020374_T001	Zm00001eb093140_P001	Zm00001eb093140
OG0010119	Td00001aa020374	Td00001aa020374_T002	Zm00001eb093140_P001	Zm00001eb093140
OG0002774	Td00001aa020375	Td00001aa020375_T001	Zm00001eb093150_P003	Zm00001eb093150
OG0002774	Td00001aa020375	Td00001aa020375_T001	Zm00001eb093150_P001	Zm00001eb093150
OG0002774	Td00001aa020375	Td00001aa020375_T001	Zm00001eb093150_P002	Zm00001eb093150
OG0002774	Td00001aa020375	Td00001aa020375_T001	Zm00001eb093150_P004	Zm00001eb093150
OG0025078	Td00001aa020376	Td00001aa020376_T001	Zm00001eb093160_P001	Zm00001eb093160
OG0002775	Td00001aa020379	Td00001aa020379_T001	Zm00001eb093200_P001	Zm00001eb093200
OG0002775	Td00001aa020379	Td00001aa020379_T001	Zm00001eb093200_P003	Zm00001eb093200
OG0002775	Td00001aa020379	Td00001aa020379_T001	Zm00001eb093200_P002	Zm00001eb093200
OG0002775	Td00001aa020379	Td00001aa020379_T002	Zm00001eb093200_P001	Zm00001eb093200
OG0002775	Td00001aa020379	Td00001aa020379_T002	Zm00001eb093200_P003	Zm00001eb093200
OG0002775	Td00001aa020379	Td00001aa020379_T002	Zm00001eb093200_P002	Zm00001eb093200
OG0025079	Td00001aa020380	Td00001aa020380_T001	Zm00001eb093210_P001	Zm00001eb093210
OG0025080	Td00001aa020381	Td00001aa020381_T002	Zm00001eb093250_P002	Zm00001eb093250
OG0025081	Td00001aa020381	Td00001aa020381_T003	Zm00001eb093250_P001	Zm00001eb093250
OG0010120	Td00001aa020390	Td00001aa020390_T001	Zm00001eb093260_P001	Zm00001eb093260
OG0010120	Td00001aa020390	Td00001aa020390_T001	Zm00001eb093260_P002	Zm00001eb093260
OG0005096	Td00001aa020389	Td00001aa020389_T003	Zm00001eb093270_P001	Zm00001eb093270
OG0005096	Td00001aa020389	Td00001aa020389_T003	Zm00001eb093270_P002	Zm00001eb093270
OG0005096	Td00001aa020389	Td00001aa020389_T002	Zm00001eb093270_P001	Zm00001eb093270
OG0005096	Td00001aa020389	Td00001aa020389_T002	Zm00001eb093270_P002	Zm00001eb093270
OG0025083	Td00001aa020387	Td00001aa020387_T001	Zm00001eb093280_P002	Zm00001eb093280
OG0025084	Td00001aa020387	Td00001aa020387_T003	Zm00001eb093280_P001	Zm00001eb093280
OG0025082	Td00001aa020386	Td00001aa020386_T001	Zm00001eb093290_P001	Zm00001eb093290
OG0005581	Td00001aa002964	Td00001aa002964_T002	Zm00001eb093300_P001	Zm00001eb093300
OG0005581	Td00001aa002964	Td00001aa002964_T001	Zm00001eb093300_P001	Zm00001eb093300
OG0000869	Td00001aa020383	Td00001aa020383_T002	Zm00001eb093320_P005	Zm00001eb093320
OG0000869	Td00001aa020383	Td00001aa020383_T002	Zm00001eb093320_P003	Zm00001eb093320
OG0000869	Td00001aa020383	Td00001aa020383_T002	Zm00001eb093320_P002	Zm00001eb093320
OG0000869	Td00001aa020383	Td00001aa020383_T002	Zm00001eb093320_P001	Zm00001eb093320
OG0000869	Td00001aa020383	Td00001aa020383_T002	Zm00001eb093320_P004	Zm00001eb093320
OG0000869	Td00001aa020383	Td00001aa020383_T001	Zm00001eb093320_P005	Zm00001eb093320
OG0000869	Td00001aa020383	Td00001aa020383_T001	Zm00001eb093320_P003	Zm00001eb093320
OG0000869	Td00001aa020383	Td00001aa020383_T001	Zm00001eb093320_P002	Zm00001eb093320
OG0000869	Td00001aa020383	Td00001aa020383_T001	Zm00001eb093320_P001	Zm00001eb093320
OG0000869	Td00001aa020383	Td00001aa020383_T001	Zm00001eb093320_P004	Zm00001eb093320
OG0010121	Td00001aa020392	Td00001aa020392_T002	Zm00001eb093380_P001	Zm00001eb093380
OG0010121	Td00001aa020392	Td00001aa020392_T002	Zm00001eb093380_P002	Zm00001eb093380
OG0025085	Td00001aa020392	Td00001aa020392_T001	Zm00001eb093380_P003	Zm00001eb093380
OG0025086	Td00001aa020393	Td00001aa020393_T003	Zm00001eb093390_P001	Zm00001eb093390
OG0025087	Td00001aa020400	Td00001aa020400_T001	Zm00001eb093410_P001	Zm00001eb093410
OG0008084	Td00001aa039820	Td00001aa039820_T001	Zm00001eb093420_P001	Zm00001eb093420
OG0008084	Td00001aa020401	Td00001aa020401_T001	Zm00001eb093420_P001	Zm00001eb093420
OG0010122	Td00001aa020402	Td00001aa020402_T001	Zm00001eb093430_P002	Zm00001eb093430
OG0010122	Td00001aa020402	Td00001aa020402_T001	Zm00001eb093430_P001	Zm00001eb093430
OG0010123	Td00001aa020402	Td00001aa020402_T003	Zm00001eb093430_P003	Zm00001eb093430
OG0010123	Td00001aa020402	Td00001aa020402_T002	Zm00001eb093430_P003	Zm00001eb093430
OG0010124	Td00001aa020403	Td00001aa020403_T003	Zm00001eb093440_P001	Zm00001eb093440
OG0010124	Td00001aa020403	Td00001aa020403_T003	Zm00001eb093440_P002	Zm00001eb093440
OG0025088	Td00001aa020403	Td00001aa020403_T001	Zm00001eb093440_P003	Zm00001eb093440
OG0025089	Td00001aa020404	Td00001aa020404_T001	Zm00001eb093450_P001	Zm00001eb093450
OG0025090	Td00001aa020405	Td00001aa020405_T001	Zm00001eb093460_P001	Zm00001eb093460
OG0025091	Td00001aa020406	Td00001aa020406_T001	Zm00001eb093480_P001	Zm00001eb093480
OG0010125	Td00001aa020408	Td00001aa020408_T002	Zm00001eb093490_P001	Zm00001eb093490
OG0010125	Td00001aa020408	Td00001aa020408_T002	Zm00001eb093490_P002	Zm00001eb093490
OG0025093	Td00001aa020409	Td00001aa020409_T001	Zm00001eb093500_P001	Zm00001eb093500
OG0001568	Td00001aa020410	Td00001aa020410_T001	Zm00001eb093510_P005	Zm00001eb093510
OG0001568	Td00001aa020410	Td00001aa020410_T001	Zm00001eb093510_P002	Zm00001eb093510
OG0001568	Td00001aa020410	Td00001aa020410_T001	Zm00001eb093510_P004	Zm00001eb093510
OG0001568	Td00001aa020410	Td00001aa020410_T001	Zm00001eb093510_P003	Zm00001eb093510
OG0001568	Td00001aa020410	Td00001aa020410_T001	Zm00001eb093510_P001	Zm00001eb093510
OG0000471	Td00001aa020415	Td00001aa020415_T004	Zm00001eb093550_P002	Zm00001eb093550
OG0000471	Td00001aa020415	Td00001aa020415_T004	Zm00001eb093550_P005	Zm00001eb093550
OG0000471	Td00001aa020415	Td00001aa020415_T004	Zm00001eb093550_P001	Zm00001eb093550
OG0000471	Td00001aa020415	Td00001aa020415_T004	Zm00001eb093550_P003	Zm00001eb093550
OG0000471	Td00001aa020415	Td00001aa020415_T003	Zm00001eb093550_P002	Zm00001eb093550
OG0000471	Td00001aa020415	Td00001aa020415_T003	Zm00001eb093550_P005	Zm00001eb093550
OG0000471	Td00001aa020415	Td00001aa020415_T003	Zm00001eb093550_P001	Zm00001eb093550
OG0000471	Td00001aa020415	Td00001aa020415_T003	Zm00001eb093550_P003	Zm00001eb093550
OG0000471	Td00001aa020415	Td00001aa020415_T001	Zm00001eb093550_P002	Zm00001eb093550
OG0000471	Td00001aa020415	Td00001aa020415_T001	Zm00001eb093550_P005	Zm00001eb093550
OG0000471	Td00001aa020415	Td00001aa020415_T001	Zm00001eb093550_P001	Zm00001eb093550
OG0000471	Td00001aa020415	Td00001aa020415_T001	Zm00001eb093550_P003	Zm00001eb093550
OG0000471	Td00001aa020415	Td00001aa020415_T002	Zm00001eb093550_P002	Zm00001eb093550
OG0000471	Td00001aa020415	Td00001aa020415_T002	Zm00001eb093550_P005	Zm00001eb093550
OG0000471	Td00001aa020415	Td00001aa020415_T002	Zm00001eb093550_P001	Zm00001eb093550
OG0000471	Td00001aa020415	Td00001aa020415_T002	Zm00001eb093550_P003	Zm00001eb093550
OG0025094	Td00001aa020416	Td00001aa020416_T001	Zm00001eb093560_P001	Zm00001eb093560
OG0008091	Td00001aa039864	Td00001aa039864_T002	Zm00001eb093580_P001	Zm00001eb093580
OG0008091	Td00001aa039863	Td00001aa039863_T002	Zm00001eb093580_P001	Zm00001eb093580
OG0005097	Td00001aa020419	Td00001aa020419_T001	Zm00001eb093590_P001	Zm00001eb093590
OG0005097	Td00001aa020419	Td00001aa020419_T001	Zm00001eb093590_P002	Zm00001eb093590
OG0005097	Td00001aa020419	Td00001aa020419_T001	Zm00001eb093590_P003	Zm00001eb093590
OG0000027	Td00001aa027970	Td00001aa027970_T001	Zm00001eb093600_P001	Zm00001eb093600
OG0025095	Td00001aa020420	Td00001aa020420_T001	Zm00001eb093610_P001	Zm00001eb093610
OG0002776	Td00001aa020421	Td00001aa020421_T001	Zm00001eb093630_P004	Zm00001eb093630
OG0002776	Td00001aa020421	Td00001aa020421_T001	Zm00001eb093630_P002	Zm00001eb093630
OG0002776	Td00001aa020421	Td00001aa020421_T001	Zm00001eb093630_P001	Zm00001eb093630
OG0002776	Td00001aa020421	Td00001aa020421_T001	Zm00001eb093630_P005	Zm00001eb093630
OG0010126	Td00001aa020422	Td00001aa020422_T001	Zm00001eb093640_P001	Zm00001eb093640
OG0010126	Td00001aa020422	Td00001aa020422_T001	Zm00001eb093640_P003	Zm00001eb093640
OG0025096	Td00001aa020423	Td00001aa020423_T001	Zm00001eb093650_P001	Zm00001eb093650
OG0025097	Td00001aa020423	Td00001aa020423_T002	Zm00001eb093650_P002	Zm00001eb093650
OG0005098	Td00001aa020424	Td00001aa020424_T001	Zm00001eb093670_P001	Zm00001eb093670
OG0005098	Td00001aa020424	Td00001aa020424_T001	Zm00001eb093670_P002	Zm00001eb093670
OG0005098	Td00001aa020424	Td00001aa020424_T002	Zm00001eb093670_P001	Zm00001eb093670
OG0005098	Td00001aa020424	Td00001aa020424_T002	Zm00001eb093670_P002	Zm00001eb093670
OG0025098	Td00001aa020425	Td00001aa020425_T001	Zm00001eb093710_P001	Zm00001eb093710
OG0025099	Td00001aa020426	Td00001aa020426_T002	Zm00001eb093730_P001	Zm00001eb093730
OG0025100	Td00001aa020427	Td00001aa020427_T002	Zm00001eb093750_P001	Zm00001eb093750
OG0010127	Td00001aa020428	Td00001aa020428_T002	Zm00001eb093770_P001	Zm00001eb093770
OG0010127	Td00001aa020428	Td00001aa020428_T001	Zm00001eb093770_P001	Zm00001eb093770
OG0025101	Td00001aa020429	Td00001aa020429_T001	Zm00001eb093780_P001	Zm00001eb093780
OG0025102	Td00001aa020431	Td00001aa020431_T001	Zm00001eb093800_P001	Zm00001eb093800
OG0011385	Td00001aa002370	Td00001aa002370_T001	Zm00001eb093810_P001	Zm00001eb093810
OG0025103	Td00001aa020434	Td00001aa020434_T001	Zm00001eb093870_P001	Zm00001eb093870
OG0010128	Td00001aa020435	Td00001aa020435_T001	Zm00001eb093890_P001	Zm00001eb093890
OG0010128	Td00001aa020435	Td00001aa020435_T001	Zm00001eb093890_P002	Zm00001eb093890
OG0005099	Td00001aa020436	Td00001aa020436_T006	Zm00001eb093900_P001	Zm00001eb093900
OG0005099	Td00001aa020436	Td00001aa020436_T006	Zm00001eb093900_P003	Zm00001eb093900
OG0005099	Td00001aa020436	Td00001aa020436_T001	Zm00001eb093900_P001	Zm00001eb093900
OG0005099	Td00001aa020436	Td00001aa020436_T001	Zm00001eb093900_P003	Zm00001eb093900
OG0025104	Td00001aa020436	Td00001aa020436_T005	Zm00001eb093900_P002	Zm00001eb093900
OG0010129	Td00001aa020437	Td00001aa020437_T001	Zm00001eb093920_P001	Zm00001eb093920
OG0010129	Td00001aa020437	Td00001aa020437_T001	Zm00001eb093920_P002	Zm00001eb093920
OG0025105	Td00001aa020438	Td00001aa020438_T001	Zm00001eb093930_P001	Zm00001eb093930
OG0025106	Td00001aa020440	Td00001aa020440_T001	Zm00001eb093940_P001	Zm00001eb093940
OG0010130	Td00001aa020441	Td00001aa020441_T002	Zm00001eb093970_P001	Zm00001eb093970
OG0010130	Td00001aa020441	Td00001aa020441_T002	Zm00001eb093970_P002	Zm00001eb093970
OG0010131	Td00001aa020445	Td00001aa020445_T002	Zm00001eb093980_P001	Zm00001eb093980
OG0010131	Td00001aa020445	Td00001aa020445_T002	Zm00001eb093980_P002	Zm00001eb093980
OG0002778	Td00001aa020446	Td00001aa020446_T001	Zm00001eb094000_P003	Zm00001eb094000
OG0002778	Td00001aa020446	Td00001aa020446_T001	Zm00001eb094000_P001	Zm00001eb094000
OG0002778	Td00001aa020446	Td00001aa020446_T001	Zm00001eb094000_P002	Zm00001eb094000
OG0002778	Td00001aa020446	Td00001aa020446_T001	Zm00001eb094000_P004	Zm00001eb094000
OG0010132	Td00001aa020447	Td00001aa020447_T001	Zm00001eb094040_P001	Zm00001eb094040
OG0010132	Td00001aa020447	Td00001aa020447_T002	Zm00001eb094040_P001	Zm00001eb094040
OG0008339	Td00001aa006617	Td00001aa006617_T001	Zm00001eb094050_P001	Zm00001eb094050
OG0008339	Td00001aa006617	Td00001aa006617_T002	Zm00001eb094050_P001	Zm00001eb094050
OG0000740	Td00001aa006621	Td00001aa006621_T001	Zm00001eb094090_P001	Zm00001eb094090
OG0000740	Td00001aa006623	Td00001aa006623_T001	Zm00001eb094090_P001	Zm00001eb094090
OG0000740	Td00001aa006622	Td00001aa006622_T001	Zm00001eb094090_P001	Zm00001eb094090
OG0000740	Td00001aa006624	Td00001aa006624_T001	Zm00001eb094090_P001	Zm00001eb094090
OG0000740	Td00001aa006621	Td00001aa006621_T001	Zm00001eb094120_P001	Zm00001eb094120
OG0000740	Td00001aa006623	Td00001aa006623_T001	Zm00001eb094120_P001	Zm00001eb094120
OG0000740	Td00001aa006622	Td00001aa006622_T001	Zm00001eb094120_P001	Zm00001eb094120
OG0000740	Td00001aa006624	Td00001aa006624_T001	Zm00001eb094120_P001	Zm00001eb094120
OG0000740	Td00001aa006621	Td00001aa006621_T001	Zm00001eb094150_P001	Zm00001eb094150
OG0000740	Td00001aa006623	Td00001aa006623_T001	Zm00001eb094150_P001	Zm00001eb094150
OG0000740	Td00001aa006622	Td00001aa006622_T001	Zm00001eb094150_P001	Zm00001eb094150
OG0000740	Td00001aa006624	Td00001aa006624_T001	Zm00001eb094150_P001	Zm00001eb094150
OG0005100	Td00001aa020456	Td00001aa020456_T005	Zm00001eb094160_P002	Zm00001eb094160
OG0005100	Td00001aa020456	Td00001aa020456_T005	Zm00001eb094160_P004	Zm00001eb094160
OG0005100	Td00001aa020456	Td00001aa020456_T001	Zm00001eb094160_P002	Zm00001eb094160
OG0005100	Td00001aa020456	Td00001aa020456_T001	Zm00001eb094160_P004	Zm00001eb094160
OG0008341	Td00001aa006628	Td00001aa006628_T003	Zm00001eb094180_P001	Zm00001eb094180
OG0008341	Td00001aa006628	Td00001aa006628_T002	Zm00001eb094180_P001	Zm00001eb094180
OG0019705	Td00001aa006628	Td00001aa006628_T001	Zm00001eb094180_P002	Zm00001eb094180
OG0005101	Td00001aa020459	Td00001aa020459_T003	Zm00001eb094200_P002	Zm00001eb094200
OG0005101	Td00001aa020459	Td00001aa020459_T003	Zm00001eb094200_P001	Zm00001eb094200
OG0005101	Td00001aa020459	Td00001aa020459_T002	Zm00001eb094200_P002	Zm00001eb094200
OG0005101	Td00001aa020459	Td00001aa020459_T002	Zm00001eb094200_P001	Zm00001eb094200
OG0000403	Td00001aa020461	Td00001aa020461_T003	Zm00001eb094220_P001	Zm00001eb094220
OG0005102	Td00001aa020463	Td00001aa020463_T002	Zm00001eb094230_P001	Zm00001eb094230
OG0005102	Td00001aa020463	Td00001aa020463_T003	Zm00001eb094230_P001	Zm00001eb094230
OG0005102	Td00001aa020463	Td00001aa020463_T001	Zm00001eb094230_P001	Zm00001eb094230
OG0000255	Td00001aa006633	Td00001aa006633_T001	Zm00001eb094250_P002	Zm00001eb094250
OG0000255	Td00001aa039962	Td00001aa039962_T001	Zm00001eb094250_P001	Zm00001eb094250
OG0025108	Td00001aa020473	Td00001aa020473_T001	Zm00001eb094300_P001	Zm00001eb094300
OG0008343	Td00001aa006636	Td00001aa006636_T001	Zm00001eb094310_P001	Zm00001eb094310
OG0008343	Td00001aa020475	Td00001aa020475_T001	Zm00001eb094310_P001	Zm00001eb094310
OG0025109	Td00001aa020479	Td00001aa020479_T001	Zm00001eb094320_P002	Zm00001eb094320
OG0025110	Td00001aa020480	Td00001aa020480_T001	Zm00001eb094330_P001	Zm00001eb094330
OG0000741	Td00001aa020481	Td00001aa020481_T001	Zm00001eb094340_P003	Zm00001eb094340
OG0000741	Td00001aa020481	Td00001aa020481_T001	Zm00001eb094340_P001	Zm00001eb094340
OG0000741	Td00001aa020481	Td00001aa020481_T001	Zm00001eb094340_P002	Zm00001eb094340
OG0000741	Td00001aa020481	Td00001aa020481_T002	Zm00001eb094340_P003	Zm00001eb094340
OG0000741	Td00001aa020481	Td00001aa020481_T002	Zm00001eb094340_P001	Zm00001eb094340
OG0000741	Td00001aa020481	Td00001aa020481_T002	Zm00001eb094340_P002	Zm00001eb094340
OG0025111	Td00001aa020483	Td00001aa020483_T003	Zm00001eb094350_P002	Zm00001eb094350
OG0010133	Td00001aa020487	Td00001aa020487_T002	Zm00001eb094370_P002	Zm00001eb094370
OG0010133	Td00001aa020487	Td00001aa020487_T002	Zm00001eb094370_P001	Zm00001eb094370
OG0005103	Td00001aa020488	Td00001aa020488_T001	Zm00001eb094380_P003	Zm00001eb094380
OG0005103	Td00001aa020488	Td00001aa020488_T001	Zm00001eb094380_P001	Zm00001eb094380
OG0005103	Td00001aa020488	Td00001aa020488_T002	Zm00001eb094380_P003	Zm00001eb094380
OG0005103	Td00001aa020488	Td00001aa020488_T002	Zm00001eb094380_P001	Zm00001eb094380
OG0005104	Td00001aa020489	Td00001aa020489_T001	Zm00001eb094390_P003	Zm00001eb094390
OG0005104	Td00001aa020489	Td00001aa020489_T001	Zm00001eb094390_P001	Zm00001eb094390
OG0005104	Td00001aa020489	Td00001aa020489_T001	Zm00001eb094390_P002	Zm00001eb094390
OG0005105	Td00001aa020494	Td00001aa020494_T001	Zm00001eb094400_P004	Zm00001eb094400
OG0005105	Td00001aa020494	Td00001aa020494_T001	Zm00001eb094400_P001	Zm00001eb094400
OG0005105	Td00001aa020494	Td00001aa020494_T001	Zm00001eb094400_P003	Zm00001eb094400
OG0025112	Td00001aa020496	Td00001aa020496_T001	Zm00001eb094410_P001	Zm00001eb094410
OG0025113	Td00001aa020498	Td00001aa020498_T001	Zm00001eb094420_P001	Zm00001eb094420
OG0025114	Td00001aa020498	Td00001aa020498_T003	Zm00001eb094420_P002	Zm00001eb094420
OG0025115	Td00001aa020500	Td00001aa020500_T001	Zm00001eb094460_P001	Zm00001eb094460
OG0025116	Td00001aa020501	Td00001aa020501_T001	Zm00001eb094480_P002	Zm00001eb094480
OG0010134	Td00001aa020503	Td00001aa020503_T002	Zm00001eb094540_P003	Zm00001eb094540
OG0010134	Td00001aa020503	Td00001aa020503_T002	Zm00001eb094540_P004	Zm00001eb094540
OG0000925	Td00001aa002120	Td00001aa002120_T001	Zm00001eb094550_P002	Zm00001eb094550
OG0000925	Td00001aa002120	Td00001aa002120_T001	Zm00001eb094550_P001	Zm00001eb094550
OG0000925	Td00001aa002120	Td00001aa002120_T002	Zm00001eb094550_P002	Zm00001eb094550
OG0000925	Td00001aa002120	Td00001aa002120_T002	Zm00001eb094550_P001	Zm00001eb094550
OG0000925	Td00001aa002120	Td00001aa002120_T003	Zm00001eb094550_P002	Zm00001eb094550
OG0000925	Td00001aa002120	Td00001aa002120_T003	Zm00001eb094550_P001	Zm00001eb094550
OG0000925	Td00001aa002120	Td00001aa002120_T004	Zm00001eb094550_P002	Zm00001eb094550
OG0000925	Td00001aa002120	Td00001aa002120_T004	Zm00001eb094550_P001	Zm00001eb094550
OG0001569	Td00001aa020512	Td00001aa020512_T002	Zm00001eb094570_P003	Zm00001eb094570
OG0001569	Td00001aa020512	Td00001aa020512_T002	Zm00001eb094570_P004	Zm00001eb094570
OG0001569	Td00001aa020512	Td00001aa020512_T002	Zm00001eb094570_P002	Zm00001eb094570
OG0001569	Td00001aa020512	Td00001aa020512_T002	Zm00001eb094570_P001	Zm00001eb094570
OG0001569	Td00001aa020512	Td00001aa020512_T001	Zm00001eb094570_P003	Zm00001eb094570
OG0001569	Td00001aa020512	Td00001aa020512_T001	Zm00001eb094570_P004	Zm00001eb094570
OG0001569	Td00001aa020512	Td00001aa020512_T001	Zm00001eb094570_P002	Zm00001eb094570
OG0001569	Td00001aa020512	Td00001aa020512_T001	Zm00001eb094570_P001	Zm00001eb094570
OG0025118	Td00001aa020513	Td00001aa020513_T005	Zm00001eb094580_P003	Zm00001eb094580
OG0025119	Td00001aa020515	Td00001aa020515_T001	Zm00001eb094600_P001	Zm00001eb094600
OG0025120	Td00001aa020516	Td00001aa020516_T001	Zm00001eb094610_P001	Zm00001eb094610
OG0010135	Td00001aa020520	Td00001aa020520_T002	Zm00001eb094620_P002	Zm00001eb094620
OG0010135	Td00001aa020520	Td00001aa020520_T002	Zm00001eb094620_P001	Zm00001eb094620
OG0025121	Td00001aa020521	Td00001aa020521_T002	Zm00001eb094630_P001	Zm00001eb094630
OG0025122	Td00001aa020522	Td00001aa020522_T001	Zm00001eb094670_P002	Zm00001eb094670
OG0025123	Td00001aa020522	Td00001aa020522_T002	Zm00001eb094670_P001	Zm00001eb094670
OG0010136	Td00001aa020524	Td00001aa020524_T001	Zm00001eb094680_P001	Zm00001eb094680
OG0010136	Td00001aa020524	Td00001aa020524_T001	Zm00001eb094680_P002	Zm00001eb094680
OG0010137	Td00001aa020525	Td00001aa020525_T001	Zm00001eb094690_P001	Zm00001eb094690
OG0010137	Td00001aa020525	Td00001aa020525_T001	Zm00001eb094690_P002	Zm00001eb094690
OG0005106	Td00001aa020527	Td00001aa020527_T003	Zm00001eb094700_P003	Zm00001eb094700
OG0005106	Td00001aa020527	Td00001aa020527_T003	Zm00001eb094700_P002	Zm00001eb094700
