orthogroup	protein_id	description
OG0007104	Misin02G094400.1.v7.1	Atypical receptor-like kinase MARK
OG0007104	Td00001aa024871_T001	Atypical receptor-like kinase MARK
OG0007122	Misin01G130700.1.v7.1	X8 domain-containing protein
OG0007172	Misin12G003500.1.v7.1	Rhomboid-like protein 19
OG0007172	Td00001aa041542_T001	Rhomboid-like protein 19
OG0007244	Misin06G081500.1.v7.1	Pectin methylesterase CGR2
OG0007249	Sn00001aa047322_T003	Fibronectin type III-like domain-containing protein
OG0007321	PvWBCH1.1KG060800.1.v1.1	"Chaperone protein ClpB3, mitochondrial"
OG0007321	Sn00001aa069832_T001	"Chaperone protein ClpB4, mitochondrial"
OG0007331	Td00001aa005230_T005	Lipoxygenase
OG0007331	Td00001aa016275_T003	Lipoxygenase
OG0007346	Td00001aa039445_T001	Pop3 peptide
OG0007412	Ag00001aa029877_T001	glycerophosphodiester phosphodiesterase
OG0007481	Misin07G467100.1.v7.1	Transmembrane 9 superfamily member
OG0007481	PvWBCH1.1KG298900.1.v1.1	Transmembrane 9 superfamily member
OG0007495	Ag00001aa051743_T001	Pyruvate dehydrogenase E1 component subunit alpha
OG0007495	Sn00001aa037753_T002	Pyruvate dehydrogenase E1 component subunit alpha
OG0007520	Misin07G513900.1.v7.1	Class II heat shock protein
OG0007520	PvWBCH1.1NG326900.1.v1.1	Class III heat shock protein
OG0007520	Td00001aa003426_T001	18 class III heat shock protein
OG0007550	PvWBCH1.1NG101300.1.v1.1	GDSL esterase/lipase
OG0007580	Td00001aa032796_T001	Peroxidase
OG0007585	Td00001aa032831_T002	Pectinesterase
OG0007666	Td00001aa008177_T001	chitinase
OG0007678	Misin19G275200.1.v7.1	"Cell elongation protein diminuto, putative"
OG0007678	Sn00001aa063593_T002	Cell elongation protein DIMINUTO
OG0007696	Td00001aa034727_T001	Lipid binding protein
OG0007712	Misin19G162800.1.v7.1	Transmembrane 9 superfamily member
OG0007712	PvWBCH1.4KG182800.1.v1.1	Transmembrane 9 superfamily member
OG0007794	Ag00001aa033409_T001	Golgin subfamily A member 2-like
OG0007798	PvWBCH1.5KG266500.1.v1.1	Glutathione S-transferase
OG0007798	Sn00001aa007255_T001	Glutathione S-transferase
OG0007874	Td00001aa039970_T008	non-specific serine/threonine protein kinase
OG0007876	Td00001aa013578_T001	Polygalacturonase
OG0007920	Td00001aa013611_T001	Fasciclin-like arabinogalactan protein 8
OG0007954	Misin07G241900.1.v7.1	Serrate RNA effector molecule
OG0008092	Ag00001aa047463_T001	protein-disulfide reductase
OG0008092	PvWBCH1.5KG333000.1.v1.1	protein-disulfide reductase
OG0008092	Td00001aa010670_T002	protein-disulfide reductase
OG0008114	Td00001aa025510_T002	Ferulate 5-hydroxylase
OG0008132	Td00001aa012013_T001	adenylate kinase
OG0008133	Td00001aa012020_T001	"Leucine-rich repeat, plant specific"
OG0008152	PvWBCH1.7KG203600.1.v1.1	Glycosyltransferase
OG0008210	Td00001aa029363_T001	anthranilate synthase
OG0008236	Ag00001aa044213_T001	Subtilisin-like protease
OG0008236	Ag00001aa123881_T001	Subtilisin-like protease
OG0008236	PvWBCH1.7NG110900.1.v1.1	Subtilisin-like protease
OG0008270	Ag00001aa120298_T001	GH18 domain-containing protein
OG0008288	Ag00001aa089959_T001	NSP (Nuclear shuttle protein)-interacting GTPase
OG0008288	Misin07G090700.1.v7.1	NSP (Nuclear shuttle protein)-interacting GTPase
OG0008324	Ag00001aa018374_T001	Anthocyanidin reductase
OG0008355	Misin07G156500.1.v7.1	Transmembrane 9 superfamily member
OG0008355	PvWBCH1.6NG099100.1.v1.1	Transmembrane 9 superfamily member
OG0008355	Td00001aa038271_T001	Transmembrane 9 superfamily member
OG0008368	PvWBCH1.3NG245100.1.v1.1	glutathione transferase
OG0008368	Td00001aa023196_T001	glutathione transferase
OG0008380	Td00001aa023055_T003	Delta-1-pyrroline-5-carboxylate synthase
OG0008398	Ag00001aa064448_T001	pyruvate decarboxylase
OG0008419	Misin16G210600.1.v7.1	Receptor like protein 29
OG0008432	PvWBCH1.3KG169800.1.v1.1	t-SNARE coiled-coil homology domain-containing protein
OG0008446	Misin16G044000.1.v7.1	Long-chain-fatty-acid--CoA ligase
OG0008463	PvWBCH1.9KG321100.1.v1.1	glutathione transferase
OG0008463	PvWBCH1.9KG321200.1.v1.1	glutathione transferase
OG0008483	Ag00001aa020048_T001	NA
OG0008483	PvWBCH1.9NG341200.1.v1.1	NA
OG0008494	Ag00001aa009020_T002	UDP-glucose 4-epimerase
OG0008494	MisinT394200.1.v7.1	UDP-glucose 4-epimerase
OG0008494	Td00001aa014939_T002	UDP-glucose 4-epimerase
OG0008528	Ag00001aa022335_T001	Safener induced1
OG0008528	Sn00001aa010629_T001	Safener induced1
OG0008538	PvWBCH1.9KG413800.1.v1.1	UDP-glucuronate decarboxylase
OG0008538	Sn00001aa010667_T001	UDP-glucuronate decarboxylase
OG0008548	Td00001aa019363_T002	phosphoenolpyruvate carboxykinase (ATP)
OG0008575	Td00001aa014042_T002	Alcohol dehydrogenase
OG0008582	Ag00001aa015171_T001	NA
OG0008582	Ag00001aa018649_T001	Embryonic protein DC-8
OG0008582	Ag00001aa021532_T001	Embryonic protein DC-8
OG0008582	Misin01G469600.1.v7.1	Embryonic protein DC-8
OG0008582	PvWBCH1.9KG488800.1.v1.1	Embryonic protein DC-8
OG0008608	PvWBCH1.4KG111200.1.v1.1	"Formate dehydrogenase, mitochondrial"
OG0008608	PvWBCH1.4NG094400.1.v1.1	"Formate dehydrogenase, mitochondrial"
OG0008608	Sn00001aa074601_T001	"Formate dehydrogenase, mitochondrial"
OG0008632	Td00001aa035198_T002	Microtubule-associated protein 70-2 isoform X2
OG0008648	PvWBCH1.3KG087700.1.v1.1	UMP-CMP kinase
OG0008665	Td00001aa037189_T002	ENTH domain-containing protein
OG0008674	Td00001aa037279_T002	"Starch synthase, chloroplastic/amyloplastic"
OG0008755	PvWBCH1.2KG279700.1.v1.1	RHOMBOID-like protein (Fragment)
OG0008788	PvWBCH1.3NG336500.1.v1.1	Peroxidase
OG0008796	Td00001aa040072_T001	Peptidase A1 domain-containing protein
OG0008806	PvWBCH1.1NG058800.1.v1.1	cinnamyl-alcohol dehydrogenase
OG0008809	Misin07G084900.1.v7.1	Transcription initiation factor TFIID subunit 15b-like isoform X1
OG0008874	PvWBCH1.6KG019300.1.v1.1	L-gulonolactone oxidase
OG0008882	Misin06G106700.1.v7.1	Cysteine proteinase inhibitor
OG0008882	PvWBCH1.5NG112200.1.v1.1	Cysteine proteinase inhibitor
OG0008882	Sn00001aa021863_T001	Cysteine proteinase inhibitor
OG0008918	Misin16G013800.1.v7.1	Cupin type-1 domain-containing protein
OG0008918	Td00001aa030219_T001	Cupin type-1 domain-containing protein
OG0008943	Td00001aa023611_T003	Abscisic acid receptor PYL8
OG0008960	PvWBCH1.2KG401400.1.v1.1	Pyrrolidone-carboxylate peptidase
OG0009045	Td00001aa002280_T001	Fiber protein Fb34
OG0009085	Td00001aa020997_T002	AB hydrolase-1 domain-containing protein
OG0009087	Td00001aa001759_T002	Methyltransferase
OG0009096	PvWBCH1.2KG222900.1.v1.1	GOST seven transmembrane domain-containing protein
OG0009116	PvWBCH1.2KG240500.1.v1.1	Isoamylase-type starch debranching enzyme3
OG0009116	PvWBCH1.2NG216600.1.v1.1	Isoamylase-type starch debranching enzyme3
OG0009129	PvWBCH1.2NG232500.1.v1.1	"Heat shock 70 kDa protein, mitochondrial"
OG0009186	Sn00001aa091713_T003	GTP-BINDING PROTEIN RAB6
OG0009193	Td00001aa021651_T001	ATP synthase gamma chain
OG0009203	Td00001aa000669_T001	Glycosyltransferase
OG0009291	Td00001aa024100_T001	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein
OG0009363	Misin02G078400.1.v7.1	Endoglucanase
OG0009363	PvWBCH1.9KG088900.1.v1.1	Endoglucanase
OG0009378	Td00001aa027406_T001	NA
OG0009392	Misin01G120000.1.v7.1	DUF538 domain-containing protein
OG0009403	Misin01G131700.1.v7.1	Small GTP binding protein Rab5
OG0009410	Misin02G112800.1.v7.1	Chaperone protein dnaJ 3
OG0009411	Td00001aa027151_T001	CSL zinc finger domain-containing protein
OG0009444	Ag00001aa028565_T001	Low-temperature-induced 65 kDa protein
OG0009444	Ag00001aa041516_T001	Low-temperature-induced 65 kDa protein
OG0009444	Ag00001aa121107_T001	Low-temperature-induced 65 kDa protein
OG0009444	Misin02G173100.1.v7.1	NA
OG0009444	PvWBCH1.9KG185700.1.v1.1	Low-temperature-induced 65 kDa protein
OG0009444	PvWBCH1.9NG181900.1.v1.1	Low-temperature-induced 65 kDa protein
OG0009444	Sn00001aa004579_T001	NA
OG0009496	PvWBCH1.5KG009200.1.v1.1	AAA+ ATPase domain-containing protein
OG0009496	PvWBCH1.5NG010300.1.v1.1	AAA+ ATPase domain-containing protein
OG0009496	Sn00001aa040888_T001	AAA+ ATPase domain-containing protein
OG0009496	Td00001aa008864_T001	"Lon protease homolog, mitochondrial isoform X2"
OG0009496	Td00001aa033829_T001	AAA+ ATPase domain-containing protein
OG0009505	Misin05G021700.1.v7.1	4-methyl-5-thiazole monophosphate biosynthesis protein
OG0009507	PvWBCH1.5KG016800.1.v1.1	Trichome birefringence-like N-terminal domain-containing protein
OG0009509	Td00001aa033760_T001	Heme-binding protein 2
OG0009527	Misin07G136300.1.v7.1	Equilibrative nucleotide transporter 1
OG0009529	PvWBCH1.5KG033000.1.v1.1	Fe2OG dioxygenase domain-containing protein
OG0009569	Ag00001aa118606_T001	Putative calcium-binding protein CML16
OG0009585	Td00001aa033955_T003	Aldehyde dehydrogenase
OG0009593	PvWBCH1.4NG251700.1.v1.1	Clathrin light chain
OG0009593	Sn00001aa062042_T001	Clathrin light chain
OG0009593	Td00001aa026412_T001	Clathrin light chain
OG0009618	Td00001aa005684_T001	NA
OG0009680	Misin14G027400.1.v7.1	Calcineurin B-like protein (Fragment)
OG0009746	Misin07G346000.1.v7.1	Pectinesterase inhibitor domain-containing protein
OG0009757	Ag00001aa029719_T002	Calmodulin-binding protein 60 B
OG0009757	Misin07G366600.1.v7.1	Calmodulin-binding protein 60 B
OG0009761	Misin07G367300.1.v7.1	glutathione transferase
OG0009772	PvWBCH1.9KG335200.1.v1.1	Brassinosteroid synthesis1
OG0009783	Ag00001aa055541_T001	GrpE protein homolog
OG0009809	Ag00001aa055898_T001	Dehydrin
OG0009809	PvWBCH1.1NG251700.1.v1.1	Dehydrin
OG0009809	Td00001aa004040_T001	Dehydrin
OG0009809	Td00001aa017178_T001	Dehydrin
OG0009861	Td00001aa003648_T002	Nucleobase-ascorbate transporter 6
OG0009897	Td00001aa003350_T001	DNA replication licensing factor MCM5
OG0009913	Misin07G547500.1.v7.1	K Homology domain-containing protein
OG0009913	PvWBCH1.1NG352100.1.v1.1	K Homology domain-containing protein
OG0009913	Td00001aa017835_T001	K Homology domain-containing protein
OG0009930	Td00001aa005038_T001	Seed biotin-containing protein SBP65
OG0009942	Ag00001aa139153_T001	Protein TIME FOR COFFEE
OG0010033	PvWBCH1.5KG392000.1.v1.1	Putative methyltransferase PMT25
OG0010033	Td00001aa011016_T004	Putative methyltransferase PMT25
OG0010051	Ag00001aa031817_T001	chitinase
OG0010057	PvWBCH1.5KG371100.1.v1.1	"Alpha-glucan phosphorylase, H isozyme"
OG0010057	PvWBCH1.5NG357200.1.v1.1	"Alpha-glucan phosphorylase, H isozyme"
OG0010072	Td00001aa026247_T001	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein
OG0010082	Ag00001aa151368_T001	Peroxidase
OG0010125	Td00001aa024999_T001	Thioesterase domain-containing protein
OG0010140	Td00001aa011239_T001	MSP domain-containing protein
OG0010152	Td00001aa008397_T002	Non-specific lipid-transfer protein
OG0010191	Ag00001aa047794_T002	Malic enzyme
OG0010191	Ag00001aa141013_T001	Malic enzyme
OG0010191	PvWBCH1.5KG299900.1.v1.1	Malic enzyme
OG0010191	PvWBCH1.5NG286600.1.v1.1	Malic enzyme
OG0010191	Sn00001aa007068_T001	Malic enzyme
OG0010191	Td00001aa010483_T001	Malic enzyme
OG0010227	PvWBCH1.6NG120700.1.v1.1	UspA domain-containing protein
OG0010227	Td00001aa007217_T002	UspA domain-containing protein
OG0010266	Ag00001aa017786_T001	"15.7 kDa heat shock protein, peroxisomal-like"
OG0010283	PvWBCH1.5NG169800.1.v1.1	Peroxidase
OG0010336	PvWBCH1.7KG230700.1.v1.1	"Multiple organellar RNA editing factor 2, chloroplastic"
OG0010346	Td00001aa028539_T001	Polygalacturonase QRT3
OG0010347	PvWBCH1.7KG240100.1.v1.1	UDP-N-acetylglucosamine diphosphorylase
OG0010347	Td00001aa012271_T001	UDP-N-acetylglucosamine diphosphorylase
OG0010347	Td00001aa028535_T002	UDP-N-acetylglucosamine diphosphorylase
OG0010361	Sn00001aa086694_T001	Glucose-1-phosphate adenylyltransferase
OG0010361	Td00001aa020796_T002	Glucose-1-phosphate adenylyltransferase
OG0010376	Ag00001aa021282_T001	glutathione transferase
OG0010376	Td00001aa013672_T001	glutathione transferase
OG0010377	Ag00001aa021281_T001	glutathione transferase
OG0010380	Misin01G496800.1.v7.1	Calcium-binding EF hand family protein
OG0010399	PvWBCH1.9NG518000.1.v1.1	T-complex protein 1 subunit delta
OG0010453	Td00001aa031791_T002	UBX domain-containing protein
OG0010523	Td00001aa022333_T001	Protein kinase domain-containing protein
OG0010544	PvWBCH1.3NG271800.1.v1.1	Glyoxysomal fatty acid beta-oxidation multifunctional protein MFP-a
OG0010573	Sn00001aa018414_T003	Triose phosphate isomerase5
OG0010616	PvWBCH1.7NG293600.1.v1.1	4-coumarate--CoA ligase
OG0010649	Ag00001aa007270_T001	V-type proton ATPase subunit D
OG0010650	Td00001aa012141_T001	ABC transporter B family member 19
OG0010651	Sn00001aa085238_T001	Fibronectin type III-like domain-containing protein
OG0010710	Ag00001aa124402_T001	chitinase
OG0010710	Td00001aa012719_T001	chitinase
OG0010710	Td00001aa029174_T001	chitinase
OG0010748	PvWBCH1.5KG444200.1.v1.1	Plectin/eS10 N-terminal domain-containing protein
OG0010777	PvWBCH1.9KG495500.1.v1.1	SMP domain-containing protein
OG0010777	Td00001aa013828_T001	SMP domain-containing protein
OG0010826	PvWBCH1.7NG170500.1.v1.1	CLIP-associated protein
OG0010826	Td00001aa029104_T001	CLIP-associated protein
OG0010901	PvWBCH1.1NG299100.1.v1.1	NA
OG0010927	Td00001aa023188_T001	Beta-hexosaminidase
OG0010948	Ag00001aa064399_T001	NA
OG0010948	PvWBCH1.3KG230100.1.v1.1	NA
OG0011004	Ag00001aa007822_T001	SHSP domain-containing protein
OG0011009	PvWBCH1.4NG080700.1.v1.1	Starch synthase catalytic domain-containing protein
OG0011068	PvWBCH1.9NG348600.1.v1.1	"Flavonoid 3',5'-hydroxylase"
OG0011068	Td00001aa018922_T002	"Flavonoid 3',5'-hydroxylase"
OG0011089	Ag00001aa019743_T001	Probable leucine-rich repeat receptor-like protein kinase At5g49770
OG0011089	MisinT437000.1.v7.1	Probable leucine-rich repeat receptor-like protein kinase At5g49770
OG0011110	Td00001aa014621_T001	AB hydrolase-1 domain-containing protein
OG0011134	Ag00001aa022087_T001	Small ribosomal subunit protein uS10 domain-containing protein
OG0011144	Misin01G421800.1.v7.1	Transmembrane 9 superfamily member
OG0011144	PvWBCH1.9KG440300.1.v1.1	Transmembrane 9 superfamily member
OG0011144	Td00001aa014316_T001	Transmembrane 9 superfamily member
OG0011183	PvWBCH1.9KG470600.1.v1.1	inositol-3-phosphate synthase
OG0011183	Td00001aa014170_T002	inositol-3-phosphate synthase
OG0011230	PvWBCH1.4KG117700.1.v1.1	Selenoprotein O
OG0011282	Sn00001aa044627_T001	Thioredoxin domain-containing protein
OG0011308	Td00001aa037462_T002	H15 domain-containing protein
OG0011325	PvWBCH1.8KG041700.1.v1.1	Abscisic stress ripening
OG0011382	Td00001aa000911_T001	C2 domain-containing protein
OG0011466	Td00001aa035459_T004	Esterase
OG0011466	Td00001aa037301_T003	Esterase
OG0011547	PvWBCH1.6KG016800.1.v1.1	Carbohydrate kinase PfkB domain-containing protein
OG0011547	Sn00001aa076816_T003	Carbohydrate kinase PfkB domain-containing protein
OG0011573	Td00001aa006536_T002	Chalcone-flavonone isomerase family protein
OG0011574	PvWBCH1.8NG007300.1.v1.1	Non-specific lipid-transfer protein
OG0011591	Td00001aa014223_T001	Beta-hexosaminidase
OG0011610	Ag00001aa122642_T001	Subtilisin-chymotrypsin inhibitor-2A
OG0011610	Ag00001aa127927_T001	NA
OG0011661	Td00001aa006485_T001	VAMP protein SEC22
OG0011701	Td00001aa040535_T001	Putative LRR receptor-like serine/threonine-protein kinase
OG0011742	Td00001aa002603_T003	Chloroplast mRNA-binding protein CSP41 (Fragment)
OG0011754	PvWBCH1.2KG092500.1.v1.1	rRNA N-glycosidase
OG0011783	Td00001aa002316_T001	Alpha-galactosidase
OG0011784	Ag00001aa001505_T001	Aquaporin
OG0011784	Misin03G107200.1.v7.1	Plasma membrane intrinsic protein 2
OG0011784	PvWBCH1.2KG132000.1.v1.1	Aquaporin plasma membrane intrinsic protein 2-1
OG0011784	PvWBCH1.2NG109100.1.v1.1	Aquaporin
OG0011803	Td00001aa002093_T001	E2 ubiquitin-conjugating protein UBC5
OG0011850	Td00001aa021055_T002	"20 kDa chaperonin, chloroplastic"
OG0011860	Td00001aa001592_T001	1-aminocyclopropane-1-carboxylate oxidase (Fragment)
OG0011875	Td00001aa001507_T002	Coatomer subunit zeta
OG0011920	PvWBCH1.2KG291400.1.v1.1	UspA domain-containing protein
OG0011924	PvWBCH1.2KG298900.1.v1.1	High mobility group B protein 2
OG0011931	PvWBCH1.2KG303500.1.v1.1	Transmembrane 9 superfamily member
OG0011982	Misin14G099700.1.v7.1	Phospho-2-dehydro-3-deoxyheptonate aldolase
OG0011982	PvWBCH1.2KG389100.1.v1.1	Phospho-2-dehydro-3-deoxyheptonate aldolase
OG0011982	Sn00001aa081139_T001	Phospho-2-dehydro-3-deoxyheptonate aldolase
OG0012018	PvWBCH1.9KG006700.1.v1.1	ADP-ribosylation factor GTPase-activating protein AGD8
OG0012018	Td00001aa023972_T001	ADP-ribosylation factor GTPase-activating protein AGD8
OG0012032	Ag00001aa071693_T001	Actin-depolymerizing factor 2
OG0012032	PvWBCH1.9KG029500.1.v1.1	Actin-depolymerizing factor 3
OG0012032	PvWBCH1.9NG029700.1.v1.1	Actin-depolymerizing factor 3
OG0012032	Td00001aa024207_T001	Actin-depolymerizing factor 3
OG0012053	Ag00001aa027119_T002	Stem-specific protein TSJT1
OG0012053	Td00001aa024379_T002	Stem-specific protein TSJT1
OG0012064	Ag00001aa027254_T002	Cytochrome b-c1 complex subunit 7
OG0012064	Sn00001aa005661_T003	Cytochrome b-c1 complex subunit 7
OG0012079	PvWBCH1.9KG080200.1.v1.1	Lysosomal beta glucosidase
OG0012082	Td00001aa024674_T003	YTH domain-containing family protein
OG0012087	Td00001aa027502_T001	sulfate adenylyltransferase
OG0012127	Misin01G123100.1.v7.1	NA
OG0012165	PvWBCH1.9NG156900.1.v1.1	UDP-arabinopyranose mutase
OG0012165	Sn00001aa022808_T001	UDP-arabinopyranose mutase
OG0012185	Td00001aa025492_T002	Methionine gamma-lyase
OG0012209	Td00001aa026843_T001	ALOG domain-containing protein
OG0012263	PvWBCH1.5KG009700.1.v1.1	Water stress and hypersensitive response domain-containing protein
OG0012283	PvWBCH1.9KG103900.1.v1.1	C2 domain-containing protein
OG0012343	Misin07G008200.1.v7.1	Kinesin light chain
OG0012343	Td00001aa005791_T001	Kinesin light chain
OG0012452	Misin07G119900.1.v7.1	Plasma membrane-associated cation-binding protein 1
OG0012452	PvWBCH1.1KG132500.1.v1.1	Plasma membrane-associated cation-binding protein 1
OG0012452	PvWBCH1.1NG121300.1.v1.1	Plasma membrane-associated cation-binding protein 1
OG0012452	Td00001aa005184_T001	Plasma membrane-associated cation-binding protein 1
OG0012494	Td00001aa004529_T003	Photolyase/cryptochrome alpha/beta domain-containing protein
OG0012515	Td00001aa004295_T001	Temperature-induced lipocalin
OG0012580	Td00001aa003768_T001	Transmembrane 9 superfamily member
OG0012590	Misin08G281600.1.v7.1	Peptidase M48 domain-containing protein
OG0012593	Td00001aa003659_T005	Katanin p60 ATPase-containing subunit A1 isoform X1
OG0012601	PvWBCH1.1KG320900.1.v1.1	Fibronectin type III-like domain-containing protein
OG0012645	Misin08G317700.1.v7.1	Clathrin interactor EPSIN 2
OG0012693	Td00001aa024176_T005	"D-xylose-proton symporter-like 3, chloroplastic"
OG0012704	PvWBCH1.9KG080100.1.v1.1	Lysosomal beta glucosidase
OG0012748	PvWBCH1.5NG409300.1.v1.1	Coiled-coil domain-containing protein SCD2
OG0012814	PvWBCH1.4KG269700.1.v1.1	Ras-related protein RABA3
OG0012873	Ag00001aa108923_T001	Peroxidase
OG0012906	Td00001aa008406_T001	Non-green plastid inner envelope membrane protein
OG0012924	Sn00001aa006768_T001	Cysteine proteinase inhibitor
OG0012974	Td00001aa007428_T002	Alliinase C-terminal domain-containing protein
OG0013076	PvWBCH1.2KG347500.1.v1.1	"Bifunctional monothiol glutaredoxin-S16, chloroplastic"
OG0013077	Td00001aa028811_T001	alpha-L-fucosidase
OG0013118	Sn00001aa081364_T002	Probable UDP-arabinose 4-epimerase 2
OG0013157	Td00001aa036507_T001	SHSP domain-containing protein
OG0013211	PvWBCH1.6KG173800.1.v1.1	D-3-phosphoglycerate dehydrogenase
OG0013211	Td00001aa035935_T002	D-3-phosphoglycerate dehydrogenase
OG0013243	Ag00001aa068063_T001	Argonaute 4
OG0013274	Misin16G125400.1.v7.1	UDP-glucuronate decarboxylase
OG0013274	PvWBCH1.3KG283200.1.v1.1	UDP-glucuronate decarboxylase
OG0013321	PvWBCH1.5NG360500.1.v1.1	Nematode resistance protein-like HSPRO2
OG0013350	Td00001aa025429_T004	Protein DETOXIFICATION
OG0013356	PvWBCH1.9NG214900.1.v1.1	H(+)/Pi cotransporter
OG0013374	PvWBCH1.7KG293000.1.v1.1	K(+) efflux antiporter 2 chloroplastic
OG0013440	Td00001aa029161_T001	(+)-neomenthol dehydrogenase
OG0013447	Misin12G126200.1.v7.1	Malate synthase
OG0013447	Td00001aa029231_T001	Malate synthase
OG0013540	PvWBCH1.9KG533800.1.v1.1	"Protein tyrosine phosphatase, putative, expressed"
OG0013561	Sn00001aa030309_T001	Adenosine kinase
OG0013568	Misin11G171000.1.v7.1	Calcium-transporting ATPase
OG0013568	Sn00001aa088201_T001	Calcium-transporting ATPase
OG0013568	Td00001aa012305_T002	Calcium-transporting ATPase
OG0013568	Td00001aa028586_T001	Calcium-transporting ATPase
OG0013614	Td00001aa001268_T005	Beta-glucosidase 31
OG0013638	PvWBCH1.1KG346900.1.v1.1	Hexosyltransferase
OG0013655	PvWBCH1.1NG143900.1.v1.1	Cysteine protease1
OG0013655	Td00001aa004869_T001	Cysteine protease1
OG0013692	Ag00001aa064445_T001	Phospholipid-binding protein
OG0013692	Ag00001aa069057_T001	Phospholipid-binding protein
OG0013692	Misin17G176700.1.v7.1	NA
OG0013692	PvWBCH1.3KG225700.1.v1.1	PEBP (Phosphatidylethanolamine-binding protein) family protein
OG0013692	Sn00001aa103117_T001	NA
OG0013692	Td00001aa031042_T001	PEBP (Phosphatidylethanolamine-binding protein) family protein
OG0013697	Ag00001aa104490_T001	NADP-dependent oxidoreductase domain-containing protein
OG0013697	Misin17G174300.1.v7.1	NADP-dependent oxidoreductase domain-containing protein
OG0013697	PvWBCH1.3KG223000.1.v1.1	NADP-dependent oxidoreductase domain-containing protein
OG0013697	Sn00001aa092671_T001	Aldehyde reductase
OG0013697	Td00001aa022969_T001	Aldose reductase
OG0013788	Td00001aa015632_T001	Transcription factor
OG0013792	Ag00001aa023590_T001	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-B
OG0013841	PvWBCH1.9KG358700.1.v1.1	t-SNARE coiled-coil homology domain-containing protein
OG0013853	PvWBCH1.9KG379800.1.v1.1	ABC transporter domain-containing protein
OG0013879	PvWBCH1.9KG404800.1.v1.1	Asparagine synthetase [glutamine-hydrolyzing]
OG0013895	PvWBCH1.9KG422400.1.v1.1	LIM zinc-binding domain-containing protein
OG0013925	Td00001aa019475_T001	Anaerobic nitrite reductase GLB1
OG0013978	PvWBCH1.9KG531400.1.v1.1	Remorin C-terminal domain-containing protein
OG0013978	Td00001aa013480_T001	Remorin C-terminal domain-containing protein
OG0014019	Misin18G127100.1.v7.1	65-kDa microtubule-associated protein 1
OG0014037	PvWBCH1.4KG107600.1.v1.1	"Alternative NAD(P)H-ubiquinone oxidoreductase C1, chloroplastic/mitochondrial"
OG0014048	Ag00001aa086826_T001	Sucrose synthase
OG0014048	Sn00001aa093821_T001	Sucrose synthase
OG0014076	PvWBCH1.4KG022800.1.v1.1	Glycine cleavage T-protein family
OG0014108	Misin09G146400.1.v7.1	GOST seven transmembrane domain-containing protein
OG0014118	Misin05G140500.1.v7.1	"Outer envelope pore protein 16-2, chloroplastic"
OG0014118	PvWBCH1.5NG129100.1.v1.1	"Outer envelope pore protein 16-2, chloroplastic"
OG0014118	Td00001aa032866_T001	"Outer envelope pore protein 16-2, chloroplastic"
OG0014135	Td00001aa009381_T001	Nodulin-related protein 1
OG0014160	Misin14G145400.1.v7.1	Ureidoglycolate hydrolase
OG0014168	Td00001aa021716_T001	NA
OG0014192	Misin18G152900.1.v7.1	"Alpha-glucan water dikinase, chloroplastic"
OG0014192	PvWBCH1.4KG144600.1.v1.1	"Alpha-glucan water dikinase, chloroplastic"
OG0014274	PvWBCH1.1NG029100.1.v1.1	X8 domain-containing protein
OG0014274	Td00001aa005618_T001	X8 domain-containing protein
OG0014288	Td00001aa005196_T004	RNA helicase
OG0014297	Misin19G206700.1.v7.1	Sucrose-phosphate synthase
OG0014299	Td00001aa018400_T001	Receptor-like protein kinase HERK 1
OG0014368	PvWBCH1.6NG020100.1.v1.1	Probable calcium-binding protein CML7
OG0014368	Sn00001aa049357_T001	Putative calcium-binding protein CML7
OG0014368	Td00001aa032602_T001	Putative calcium-binding protein CML7
OG0014422	Td00001aa013920_T001	Sucrose transporter
OG0014428	Td00001aa023916_T001	Polygalacturonase inhibitor
OG0014466	Td00001aa023759_T001	Centrosomal protein of 135 kDa-like protein
OG0014482	Td00001aa023647_T003	Stem 28 kDa glycoprotein
OG0014511	Sn00001aa058372_T001	Coatomer subunit delta
OG0014578	Ag00001aa000654_T001	t-SNARE coiled-coil homology domain-containing protein
OG0014578	Misin03G005300.1.v7.1	t-SNARE coiled-coil homology domain-containing protein
OG0014578	PvWBCH1.2KG047300.1.v1.1	t-SNARE coiled-coil homology domain-containing protein
OG0014578	Td00001aa040574_T002	Syntaxin-132
OG0014638	Td00001aa002232_T001	NA
OG0014697	Td00001aa001511_T001	glutathione transferase
OG0014773	Misin03G281400.1.v7.1	Glucose-6-phosphate/phosphate translocator 2
OG0014773	Td00001aa021684_T001	Glucose-6-phosphate/phosphate translocator 2
OG0014809	Td00001aa000108_T001	Peptidase A1 domain-containing protein
OG0014844	Td00001aa024155_T001	Protein DEFECTIVE IN EXINE FORMATION 1
OG0014852	Td00001aa024292_T003	DUF642 domain-containing protein
OG0014866	Td00001aa027713_T001	"Acetyltransferase, GNAT family protein, expressed"
OG0014928	Td00001aa025035_T001	Sulfotransferase
OG0014932	PvWBCH1.9KG129700.1.v1.1	Deoxyuridine 5'-triphosphate nucleotidohydrolase
OG0014932	Td00001aa025078_T002	Deoxyuridine 5'-triphosphate nucleotidohydrolase
OG0014954	Td00001aa027113_T002	"FLK, putative, expressed"
OG0014966	Td00001aa027028_T002	Protein DETOXIFICATION
