orthogroup	protein_id	description
OG0012766	Td00001aa007989_T001	Selenoprotein F/M domain-containing protein
OG0005831	Td00001aa007990_T003	Fructokinase 1
OG0000646	Td00001aa007991_T003	Lipoxygenase
OG0000646	Td00001aa007992_T002	Lipoxygenase
OG0018176	Td00001aa007993_T003	Calcineurin-like phosphoesterase domain-containing protein
OG0015503	Td00001aa007994_T003	BTB/POZ and TAZ domain-containing protein 3
OG0012767	Td00001aa007995_T001	Dual specificity protein kinase shkC-like
OG0025459	Td00001aa007996_T001	Pectin acetylesterase
OG0012892	Td00001aa007997_T002	Pectin acetylesterase
OG0010136	Td00001aa007998_T001	RIN4 pathogenic type III effector avirulence factor Avr cleavage site domain-containing protein
OG0005832	Td00001aa007999_T002	Enoyl reductase (ER) domain-containing protein
OG0020356	Td00001aa008000_T002	Polygalacturonase
OG0015504	Td00001aa008001_T001	TPR repeat-containing protein ZIP4
OG0018088	Td00001aa008003_T001	LOB domain-containing protein
OG0000756	Td00001aa008004_T001	Protein kinase domain-containing protein
OG0005833	Td00001aa008005_T004	DNA-directed RNA polymerase III subunit RPC4
OG0000756	Td00001aa008006_T001	Protein kinase domain-containing protein
OG0002945	Td00001aa008007_T001	Signal recognition particle subunit SRP72
OG0007644	Td00001aa008008_T001	DUF834 domain-containing protein
OG0005834	Td00001aa008010_T001	PIG-P domain-containing protein
OG0002499	Td00001aa008011_T002	non-specific serine/threonine protein kinase
OG0005835	Td00001aa008013_T001	NAC domain-containing protein
OG0012770	Td00001aa008014_T001	Putative methyltransferase PMT21
OG0020293	Td00001aa008015_T004	PHD finger protein ALFIN-LIKE
OG0000042	Td00001aa008016_T001	Reverse transcriptase zinc-binding domain-containing protein
OG0018582	Td00001aa008017_T001	Prokaryotic-type class I peptide chain release factors domain-containing protein
OG0005836	Td00001aa008018_T002	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
OG0007646	Td00001aa008019_T001	Protein root UVB sensitive 6
OG0005837	Td00001aa008020_T001	Ethylene-responsive transcription factor CRF4
OG0010032	Td00001aa008021_T002	Chorion class B protein L11
OG0007647	Td00001aa008022_T002	K Homology domain-containing protein
OG0007648	Td00001aa008023_T001	MADS-box transcription factor 21
OG0007649	Td00001aa008024_T001	Ethylene-responsive transcription factor ERF020
OG0015614	Td00001aa008025_T003	Abhydrolase domain-containing protein C22H12.03
OG0005838	Td00001aa008026_T002	TPX2 C-terminal domain-containing protein
OG0012772	Td00001aa008027_T001	Plasminogen activator inhibitor
OG0001716	Td00001aa008028_T001	Cytochrome c domain-containing protein
OG0000383	Td00001aa008029_T001	"Retrotransposon protein, putative, Ty1-copia subclass"
OG0012773	Td00001aa008030_T001	TVP38/TMEM64 family membrane protein slr0305
OG0022063	Td00001aa008031_T001	DYW domain-containing protein
OG0052234	Td00001aa008035_T001	Acyl-coenzyme A oxidase 4
OG0003552	Td00001aa008036_T001	Zinc finger CCCH domain-containing protein 44
OG0007650	Td00001aa008038_T003	RING-type E3 ubiquitin transferase
OG0007000	Td00001aa008039_T001	T-complex protein 1 subunit zeta
OG0007651	Td00001aa008040_T001	NAC domain-containing protein
OG0010033	Td00001aa008041_T004	Putative methyltransferase PMT25
OG0007652	Td00001aa008042_T002	Gibberellin-20 oxidase-2
OG0001913	Td00001aa008044_T001	Histone-lysine N-methyltransferase 2C-like isoform X2
OG0010034	Td00001aa008047_T002	Ubinuclein-1 isoform A
OG0015505	Td00001aa008048_T001	DUF4005 domain-containing protein (Fragment)
OG0018174	Td00001aa008049_T004	Amino acid transporter transmembrane domain-containing protein
OG0028940	Td00001aa008050_T001	Putative mudrA protein-maize transposon MuDR
OG0010035	Td00001aa008051_T001	PISTILLATA-like MADS-box transcription factor (Fragment)
OG0012890	Td00001aa008052_T001	"NAD(P)H-quinone oxidoreductase subunit N, chloroplastic"
OG0007653	Td00001aa008053_T004	Probable magnesium transporter
OG0004480	Td00001aa008054_T001	Proline-rich receptor-like protein kinase PERK13
OG0015506	Td00001aa008056_T001	F-box protein SKP2A
OG0016169	Td00001aa008057_T002	Scarecrow-like protein 1
OG0015507	Td00001aa008058_T002	DNA repair metallo-beta-lactamase domain-containing protein
OG0015508	Td00001aa008059_T002	Bidirectional sugar transporter SWEET
OG0015509	Td00001aa008060_T001	Pentatricopeptide repeat-containing protein
OG0018173	Td00001aa008061_T001	Probable pectinesterase/pectinesterase inhibitor 51
OG0010039	Td00001aa008062_T002	Nitroreductase domain-containing protein
OG0004481	Td00001aa008063_T003	Hexosyltransferase
OG0007655	Td00001aa008064_T001	DUF506 domain-containing protein
OG0018583	Td00001aa008066_T001	Packaging protein UL52
OG0003553	Td00001aa008067_T001	Dirigent protein (Fragment)
OG0031727	Td00001aa008068_T001	F-box domain-containing protein
OG0003553	Td00001aa008069_T001	Dirigent protein (Fragment)
OG0007656	Td00001aa008070_T002	Extradiol ring-cleavage dioxygenase class III enzyme subunit B domain-containing protein
OG0015510	Td00001aa008071_T001	Amino acid transporter transmembrane domain-containing protein
OG0015511	Td00001aa008072_T001	Receptor-like protein kinase HSL1
OG0000036	Td00001aa008073_T001	BED-type domain-containing protein
OG0015512	Td00001aa008074_T001	Multidrug resistance protein
OG0018091	Td00001aa008075_T001	Hexosyltransferase
OG0012775	Td00001aa008076_T002	Spindle assembly checkpoint component MAD1
OG0018092	Td00001aa008077_T001	SnRK1-interacting protein 1
OG0004482	Td00001aa008078_T001	RNA-binding protein 24 isoform X1
OG0015944	Td00001aa008079_T001	RRM domain-containing protein
OG0010135	Td00001aa008080_T001	SUN domain-containing protein
OG0007657	Td00001aa008081_T001	F-box protein interaction domain containing protein
OG0018172	Td00001aa008082_T001	Chloride channel protein
OG0010042	Td00001aa008084_T001	"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
OG0010043	Td00001aa008085_T001	J domain-containing protein
OG0018093	Td00001aa008086_T004	beta-galactosidase
OG0003017	Td00001aa008087_T003	Signal recognition particle receptor subunit alpha
OG0018094	Td00001aa008088_T001	Beta-galactosidase 6
OG0012776	Td00001aa008089_T001	UspA domain-containing protein
OG0005840	Td00001aa008090_T002	Rx N-terminal domain-containing protein
OG0007658	Td00001aa008091_T002	Serine hydroxymethyltransferase
OG0007659	Td00001aa008092_T005	1-phosphatidylinositol-3-phosphate 5-kinase
OG0018584	Td00001aa008093_T001	5'-3' exonuclease domain-containing protein
OG0004512	Td00001aa008094_T001	Patellin-3 isoform X2
OG0012777	Td00001aa008096_T001	Transcription repressor MYB4
OG0013526	Td00001aa008097_T002	Deoxynucleoside kinase domain-containing protein
OG0005841	Td00001aa008098_T002	DUF668 domain-containing protein
OG0022064	Td00001aa008099_T002	Erythroid differentiation-related factor 1
OG0015514	Td00001aa008100_T005	Probable magnesium transporter
OG0020537	Td00001aa008101_T001	Amidophosphoribosyltransferase
OG0018095	Td00001aa008102_T003	non-specific serine/threonine protein kinase
OG0000560	Td00001aa008103_T002	Peptide transporter PTR5
OG0028002	Td00001aa008104_T001	Proton-dependent oligopeptide transporter family
OG0000560	Td00001aa008106_T001	Peptide transporter PTR5
OG0018096	Td00001aa008107_T005	Major facilitator superfamily (MFS) profile domain-containing protein
OG0002946	Td00001aa008108_T004	Glutamate-oxaloacetate transaminase4
OG0005842	Td00001aa008110_T001	Zinc finger protein STOP1
OG0018586	Td00001aa008111_T002	Embryogenesis-associated protein
OG0018586	Td00001aa008112_T001	Embryogenesis-associated protein EMB8
OG0020298	Td00001aa008113_T005	RecA family profile 1 domain-containing protein
OG0006127	Td00001aa008116_T001	Transposase-associated domain-containing protein
OG0018171	Td00001aa008117_T003	CASTOR/POLLUX/SYM8 ion channel conserved domain-containing protein
OG0007660	Td00001aa008118_T004	Serine/threonine-protein kinase SAPK4
OG0007661	Td00001aa008119_T002	"Photosystem II 22 kDa protein, chloroplastic"
OG0012778	Td00001aa008120_T002	TLC domain-containing protein
OG0012779	Td00001aa008121_T001	Sister chromatid cohesion protein PDS5 homolog A
OG0018097	Td00001aa008122_T001	MPN domain-containing protein
OG0015516	Td00001aa008124_T003	DUF639 domain-containing protein
OG0005844	Td00001aa008125_T001	DNA polymerase
OG0005845	Td00001aa008126_T002	S-acyltransferase
OG0012781	Td00001aa008127_T001	Ethylene-responsive transcription factor ABR1-like
OG0000619	Td00001aa008128_T001	Membrane protein COV-like
OG0020355	Td00001aa008132_T001	Glycosyltransferase family 28 N-terminal domain-containing protein
OG0012782	Td00001aa008134_T001	G-box-binding factor 4
OG0022215	Td00001aa008135_T003	Anaphase-promoting complex subunit 4 WD40 domain-containing protein
OG0002948	Td00001aa008136_T003	Omega-hydroxypalmitate O-feruloyl transferase isoform X1
OG0012783	Td00001aa008137_T002	Tubby-like F-box protein 8
OG0003554	Td00001aa008138_T001	U6 snRNA-associated Sm-like protein LSm3
OG0012784	Td00001aa008139_T001	BolA-like protein 2
OG0000971	Td00001aa008140_T002	fructose-bisphosphatase
OG0004483	Td00001aa008141_T001	Synaptobrevin-like protein YKT6
OG0052242	Td00001aa008144_T001	Actin
OG0002949	Td00001aa008145_T001	RING-type E3 ubiquitin transferase
OG0004484	Td00001aa008146_T001	Dof zinc finger protein
OG0000098	Td00001aa008147_T001	Retrotransposon gag domain-containing protein
OG0015613	Td00001aa008148_T001	U-box domain-containing protein
OG0012785	Td00001aa008150_T001	Glycosyltransferase
OG0012785	Td00001aa008151_T001	Glycosyltransferase
OG0020679	Td00001aa008152_T001	Glycosyltransferase
OG0015612	Td00001aa008154_T002	Uricase
OG0005846	Td00001aa008156_T002	Serine/threonine-protein kinase Nek5
OG0024150	Td00001aa008157_T001	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein
OG0015517	Td00001aa008158_T001	Harpin inducing protein
OG0007662	Td00001aa008160_T001	Transcription repressor
OG0015518	Td00001aa008161_T001	Transcription repressor
OG0012786	Td00001aa008163_T001	Period circadian protein-like
OG0005847	Td00001aa008165_T002	Cation-transporting P-type ATPase N-terminal domain-containing protein
OG0012787	Td00001aa008166_T002	Transcription factor DIVARICATA
OG0005843	Td00001aa008167_T002	NAC domain-containing protein
OG0015519	Td00001aa008168_T001	Senescence regulator
OG0007663	Td00001aa008169_T002	Sorting nexin 1
OG0020680	Td00001aa008170_T001	AB hydrolase-1 domain-containing protein
OG0010050	Td00001aa008171_T001	Hemerythrin/HHE cation-binding motif
OG0000948	Td00001aa008172_T001	Transmembrane protein
OG0020299	Td00001aa008173_T001	DUF834 domain-containing protein
OG0020353	Td00001aa008175_T002	"Glucan endo-1,3-beta-glucosidase 14"
OG0010051	Td00001aa008176_T001	chitinase
OG0007666	Td00001aa008177_T001	chitinase
OG0007667	Td00001aa008178_T001	chitinase
OG0010052	Td00001aa008179_T001	chitinase
OG0005848	Td00001aa008180_T001	Ribosomal protein (Fragment)
OG0018098	Td00001aa008181_T001	F-box/LRR-repeat protein At1g67190
OG0020300	Td00001aa008182_T004	DOG1 domain-containing protein
OG0007668	Td00001aa008183_T002	Tyrosine specific protein phosphatases domain-containing protein
OG0010053	Td00001aa008184_T001	Protein ABSCISIC ACID-INSENSITIVE 5
OG0025988	Td00001aa008185_T001	AB hydrolase-1 domain-containing protein
OG0018099	Td00001aa008186_T003	Zinc finger protein WIP5
OG0012889	Td00001aa008187_T001	Sialyltransferase-like protein 1
OG0012790	Td00001aa008188_T003	Methyltransferase type 11 domain-containing protein
OG0016369	Td00001aa008189_T003	Transcription initiation factor TFIID subunit 12 domain-containing protein
OG0052247	Td00001aa008190_T001	Cytochrome P450-dependent fatty acid hydroxylase
OG0010054	Td00001aa008192_T001	Wd repeat-containing protein atcsa-1
OG0001093	Td00001aa008193_T001	Histidine-containing phosphotransfer protein
OG0012888	Td00001aa008195_T003	Nucleobase-ascorbate transporter 12
OG0012791	Td00001aa008196_T002	GABA transporter 1
OG0004485	Td00001aa008197_T002	"Probable 3-deoxy-D-manno-octulosonic acid transferase, mitochondrial isoform X2"
OG0018587	Td00001aa008198_T001	protein-serine/threonine phosphatase
OG0004487	Td00001aa008200_T002	RNA-binding protein-related
OG0020351	Td00001aa008201_T001	Pleckstrin homology domain-containing protein 1
OG0000077	Td00001aa008202_T001	No apical meristem-associated C-terminal domain-containing protein
OG0010056	Td00001aa008203_T001	Nucleoporin NSP1-like C-terminal domain-containing protein
OG0015520	Td00001aa008204_T002	Auxin transporter-like protein 2
OG0052248	Td00001aa008205_T001	Cell division control protein
OG0013321	Td00001aa008206_T001	Hs1pro-1 C-terminal domain-containing protein
OG0005893	Td00001aa008207_T001	Tetratricopeptide repeat-containing domain-containing protein
OG0005849	Td00001aa008208_T001	Phospholipid/glycerol acyltransferase domain-containing protein
OG0004488	Td00001aa008209_T001	"Cytochrome P450, family 86, subfamily A, polypeptide 1"
OG0015521	Td00001aa008210_T001	Hexosyltransferase
OG0007726	Td00001aa008212_T001	Ubiquitin-like protease family profile domain-containing protein
OG0000091	Td00001aa008213_T001	GAG-pre-integrase domain
OG0015033	Td00001aa008214_T002	Putative glucuronosyltransferase
OG0005850	Td00001aa008215_T001	Transcriptional regulator WOX
OG0020350	Td00001aa008217_T001	Acetyltransferase
OG0000995	Td00001aa008218_T002	Zinc finger BED domain-containing protein RICESLEEPER 2-like isoform X1
OG0002950	Td00001aa008219_T003	Transcription factor DIVARICATA
OG0005851	Td00001aa008220_T002	Coronatine-insensitive protein homolog 1a
OG0052249	Td00001aa008221_T001	MADS-box DNA-binding domain transcription factor
OG0009422	Td00001aa008223_T001	BHLH domain-containing protein
OG0012792	Td00001aa008225_T002	ELM2 domain-containing protein
OG0013320	Td00001aa008226_T001	UPF0503 protein chloroplastic
OG0012793	Td00001aa008227_T001	"Chloroplast sedoheptulose-1,7-bisphosphatase"
OG0012794	Td00001aa008228_T002	"Probable anion transporter 4, chloroplastic"
OG0018102	Td00001aa008229_T005	Putative leucine-rich repeat receptor-like protein kinase At4g00330
OG0010057	Td00001aa008230_T002	"Alpha-1,4 glucan phosphorylase"
OG0015522	Td00001aa008231_T001	Steroid 5-alpha-reductase DET2
OG0002495	Td00001aa008233_T001	ubiquitinyl hydrolase 1
OG0007674	Td00001aa008236_T001	"Fructokinase-like 1, chloroplastic"
OG0052253	Td00001aa008238_T001	O-fucosyltransferase family protein
OG0007675	Td00001aa008239_T004	Laccase
OG0012798	Td00001aa008240_T002	Laccase
OG0007676	Td00001aa008241_T001	Transcription factor MYB44
OG0012799	Td00001aa008242_T001	RING-CH-type domain-containing protein
OG0004489	Td00001aa008245_T001	TPX2 central domain-containing protein
OG0010144	Td00001aa008246_T001	Transmembrane protein
OG0010145	Td00001aa008248_T003	PRONE domain-containing protein
OG0007735	Td00001aa008250_T001	Type 5 nonspecific lipid transfer protein LTP501
OG0012898	Td00001aa008253_T001	Putative transcription factor qSH-1
OG0052255	Td00001aa008254_T001	DYW domain-containing protein
OG0023031	Td00001aa008256_T001	Bowman-Birk type trypsin inhibitor
OG0022301	Td00001aa008257_T005	Aldo-keto reductase family 4 member C9
OG0015622	Td00001aa008258_T002	NADP-dependent oxidoreductase domain-containing protein
OG0001721	Td00001aa008260_T001	mannose-1-phosphate guanylyltransferase
OG0010147	Td00001aa008262_T003	Transcription initiation factor TFIID subunit 12 domain-containing protein
OG0010148	Td00001aa008263_T003	Ultraviolet-B receptor UVR8
OG0012899	Td00001aa008264_T003	Methyltransferase
OG0022303	Td00001aa008265_T001	Acyl-coenzyme A oxidase
OG0007736	Td00001aa008266_T002	PAP-associated domain-containing protein
OG0052256	Td00001aa008267_T001	V-type proton ATPase proteolipid subunit
OG0015624	Td00001aa008269_T002	protein-serine/threonine phosphatase
OG0007737	Td00001aa008271_T001	Avr9/Cf-9 rapidly elicited protein 137
OG0012900	Td00001aa008272_T001	HTH myb-type domain-containing protein
OG0019528	Td00001aa008273_T001	Aspartic proteinase PCS1
OG0020682	Td00001aa008274_T001	S-acyltransferase
OG0006156	Td00001aa008275_T001	ROTUNDIFOLIA like 8
OG0018430	Td00001aa008276_T001	Laccase
OG0052257	Td00001aa008277_T001	Rhomboid-like protein 19
OG0015943	Td00001aa008278_T001	Cyclin-dependent protein kinase inhibitor SMR4
OG0003569	Td00001aa008279_T001	WRKY domain-containing protein
OG0022304	Td00001aa008282_T001	Laccase
OG0007738	Td00001aa008283_T001	Laccase
OG0012901	Td00001aa008284_T001	Scarecrow-like protein 9
OG0013319	Td00001aa008285_T001	Ribonuclease II/R domain-containing protein
OG0018429	Td00001aa008286_T002	Elicitor-responsive protein 1
OG0004717	Td00001aa008287_T004	Myb transcript factor 1
OG0010572	Td00001aa008288_T002	Pentacotripeptide-repeat region of PRORP domain-containing protein
OG0020683	Td00001aa008289_T002	O-fucosyltransferase family protein
OG0010571	Td00001aa008290_T001	FAS1 domain-containing protein
OG0013318	Td00001aa008292_T001	ENTH domain-containing protein
OG0015942	Td00001aa008293_T001	WOX homeodomain transcription factor
OG0013317	Td00001aa008294_T001	SHSP domain-containing protein
OG0000034	Td00001aa008295_T001	Heat shock protein 70
OG0022213	Td00001aa008297_T001	Thaumatin
OG0001564	Td00001aa008298_T002	UBC core domain-containing protein
OG0018427	Td00001aa008300_T001	Pentatricopeptide repeat-containing protein
OG0013315	Td00001aa008301_T001	Protein UPSTREAM OF FLC
OG0006155	Td00001aa008302_T001	Zinc finger protein 1
OG0010569	Td00001aa008303_T001	Zinc finger B-box protein
OG0006154	Td00001aa008304_T001	Zinc finger protein ZAT11
OG0018426	Td00001aa008306_T003	Serine/threonine-protein kinase AFC1
OG0017160	Td00001aa008307_T001	Metal tolerance protein 5
OG0008099	Td00001aa008308_T001	Plant-specific domain TIGR01589 family protein expressed
OG0015941	Td00001aa008310_T002	UDP-glucuronate decarboxylase
OG0023594	Td00001aa008311_T001	Caffeoylshikimate esterase-like
OG0015940	Td00001aa008312_T001	Pectate lyase
OG0022212	Td00001aa008313_T002	PGG domain-containing protein
OG0015939	Td00001aa008314_T001	Membrane-associated kinase regulator 4
OG0013314	Td00001aa008315_T001	Lung seven transmembrane receptor
OG0008097	Td00001aa008316_T001	"ATPase, coupled to transmembrane movement of substances"
OG0000062	Td00001aa008317_T001	CENP-T/Histone H4 histone fold domain-containing protein
OG0013313	Td00001aa008318_T001	NAB domain-containing protein
OG0010568	Td00001aa008319_T002	CCT domain-containing protein
OG0008096	Td00001aa008320_T001	Tudor domain-containing protein
OG0015938	Td00001aa008321_T003	Respiratory burst oxidase homolog protein H
OG0010567	Td00001aa008323_T001	Rab-GAP TBC domain-containing protein
OG0021447	Td00001aa008329_T002	Zinc finger CCCH domain-containing protein 11
OG0000267	Td00001aa008331_T001	40S ribosomal protein S23
OG0012902	Td00001aa008332_T002	Transcription factor CBF/NF-Y/archaeal histone domain-containing protein
OG0010150	Td00001aa008333_T001	V-type proton ATPase subunit a
OG0013312	Td00001aa008335_T002	Interactor of constitutive active ROPs 3
OG0001169	Td00001aa008336_T002	Small subunit of serine palmitoyltransferase
OG0013311	Td00001aa008337_T003	IQ-domain 3
OG0015626	Td00001aa008338_T003	Histone deacetylase domain-containing protein
OG0013309	Td00001aa008339_T001	Ureidoglycolate hydrolase
OG0015937	Td00001aa008341_T001	FCP1 homology domain-containing protein
OG0018425	Td00001aa008342_T001	Pentacotripeptide-repeat region of PRORP domain-containing protein
OG0010565	Td00001aa008343_T003	Probable serine/threonine-protein kinase clkA isoform X1
OG0052261	Td00001aa008345_T001	BRISC and BRCA1-A complex member 1
OG0003048	Td00001aa008346_T001	Jasmonate-regulated gene 21
OG0018424	Td00001aa008349_T001	Ammonium transporter
OG0015936	Td00001aa008350_T002	BAG family molecular chaperone regulator 4
OG0001194	Td00001aa008351_T001	Zinc finger BED domain-containing protein DAYSLEEPER
OG0010564	Td00001aa008353_T001	Barren stalk 1 (Fragment)
OG0010796	Td00001aa008354_T002	Trichome birefringence-like N-terminal domain-containing protein
OG0007739	Td00001aa008355_T001	Non-haem dioxygenase N-terminal domain-containing protein
OG0007740	Td00001aa008356_T001	Zinc finger HIT domain-containing protein 3
OG0003047	Td00001aa008358_T002	"UPF0051 protein ABCI8, chloroplastic"
OG0008095	Td00001aa008359_T001	DUF4005 domain-containing protein (Fragment)
OG0008094	Td00001aa008360_T001	Knottin scorpion toxin-like domain-containing protein
OG0010562	Td00001aa008361_T001	Glutaredoxin domain-containing protein
OG0018187	Td00001aa008364_T001	Thioredoxin domain-containing protein
OG0000889	Td00001aa008365_T001	ALOG domain-containing protein
OG0020534	Td00001aa008366_T002	Putative methyltransferase PMT23
OG0000325	Td00001aa008367_T001	NAD-dependent epimerase/dehydratase domain-containing protein
OG0010561	Td00001aa008368_T001	Abscisic acid receptor PYL4
OG0013306	Td00001aa008369_T001	Leucine zipper protein-like
OG0023509	Td00001aa008370_T001	Exocyst subunit Exo70 family protein (Fragment)
OG0017161	Td00001aa008373_T002	Laccase
OG0016170	Td00001aa008375_T001	PX domain-containing protein
OG0018423	Td00001aa008376_T002	"Protein RETICULATA-RELATED 5, chloroplastic"
OG0003046	Td00001aa008377_T001	"6,7-dimethyl-8-ribityllumazine synthase"
OG0004716	Td00001aa008379_T002	WRKY domain-containing protein
OG0016171	Td00001aa008380_T001	Cell number regulator 5
OG0013304	Td00001aa008381_T001	Heavy metal-associated isoprenylated plant protein 33
OG0018422	Td00001aa008383_T004	VHS domain-containing protein
OG0010559	Td00001aa008384_T001	Nodulin-like domain-containing protein
OG0013303	Td00001aa008385_T001	LOB domain-containing protein
OG0013303	Td00001aa008386_T001	LOB domain-containing protein
OG0000010	Td00001aa008388_T001	CCHC-type domain-containing protein
OG0018421	Td00001aa008389_T002	non-specific serine/threonine protein kinase
OG0013302	Td00001aa008390_T001	Epidermal patterning factor-like protein
OG0020685	Td00001aa008392_T001	RING-type E3 ubiquitin transferase
OG0010151	Td00001aa008393_T001	DUF641 domain-containing protein
OG0018188	Td00001aa008394_T001	GATA-type transcription activator N-terminal domain-containing protein
OG0005898	Td00001aa008395_T001	Transcription repressor
OG0000973	Td00001aa008396_T001	Expansin
OG0010152	Td00001aa008397_T002	Non-specific lipid-transfer protein
OG0000046	Td00001aa008398_T001	Integrase catalytic domain-containing protein
OG0015627	Td00001aa008399_T001	RING-H2 finger protein ATL5A
OG0007741	Td00001aa008402_T003	Endoplasmic reticulum vesicle transporter C-terminal domain-containing protein
OG0021448	Td00001aa008403_T001	Probable serine/threonine-protein kinase PBL1
OG0020363	Td00001aa008404_T001	Leucine-rich repeat receptor-like protein kinase PXC2
OG0012906	Td00001aa008406_T001	Non-green plastid inner envelope membrane protein
OG0010153	Td00001aa008407_T001	WRKY domain-containing protein
OG0007742	Td00001aa008408_T001	WRKY-type transcription factor (Fragment)
OG0005899	Td00001aa008409_T001	WRKY domain-containing protein
OG0010154	Td00001aa008410_T001	WRKY domain-containing protein
OG0010155	Td00001aa008411_T001	Putative WRKY transcription factor 63
OG0010156	Td00001aa008412_T001	Protein kinase family protein with ARM repeat domain
OG0018589	Td00001aa008414_T001	DYW domain-containing protein
OG0010157	Td00001aa008415_T001	Probable zinc-ribbon domain-containing protein
OG0000060	Td00001aa008416_T002	Ubiquitin-conjugating enzyme E2-17 kDa
OG0010158	Td00001aa008417_T001	Putative inactive receptor kinase
OG0012907	Td00001aa008418_T003	Proline-rich family protein
OG0005900	Td00001aa008419_T001	Protein kinase domain-containing protein
OG0020364	Td00001aa008420_T001	Homeobox domain-containing protein
OG0012908	Td00001aa008421_T001	K Homology domain-containing protein
OG0018189	Td00001aa008422_T001	Pentatricopeptide repeat-containing protein
OG0018190	Td00001aa008423_T001	C2 domain-containing protein
OG0012909	Td00001aa008424_T004	DUF1664 domain-containing protein (Fragment)
OG0018191	Td00001aa008425_T001	PIN-formed protein14
OG0020565	Td00001aa008427_T001	Reverse transcriptase Ty1/copia-type domain-containing protein
OG0015629	Td00001aa008429_T002	"phosphoglycerate mutase (2,3-diphosphoglycerate-independent)"
OG0020365	Td00001aa008430_T001	GTP binding protein
OG0023595	Td00001aa008431_T002	TLC domain-containing protein
OG0021449	Td00001aa008432_T001	Calcium uniporter protein
OG0007743	Td00001aa008433_T001	L-ascorbate oxidase
OG0025513	Td00001aa008434_T005	Protein kinase domain-containing protein
OG0012910	Td00001aa008435_T005	Protein kinase domain-containing protein
OG0004515	Td00001aa008436_T001	TOG domain-containing protein
OG0012911	Td00001aa008438_T002	NAC domain-containing protein
OG0052266	Td00001aa008439_T001	CCHC-type domain-containing protein
OG0020366	Td00001aa008440_T001	Pentatricopeptide repeat-containing protein
OG0018192	Td00001aa008442_T001	Disulfide bond formation protein B 2
OG0020686	Td00001aa008443_T001	Ribosomal protein L34e superfamily protein
OG0012912	Td00001aa008444_T001	NADH-cytochrome b5 reductase
OG0024587	Td00001aa008445_T002	"Probable S-sulfocysteine synthase, chloroplastic isoform X6"
OG0022305	Td00001aa008446_T003	F-box protein SKIP24
OG0003570	Td00001aa008447_T001	Dentin sialophosphoprotein-like
OG0013301	Td00001aa008449_T001	DYW domain-containing protein
OG0004518	Td00001aa008450_T002	FMR1-interacting protein 1 conserved domain-containing protein
OG0012914	Td00001aa008452_T001	Arf-GAP domain-containing protein
OG0012915	Td00001aa008453_T002	Beta-glucosidase 22
OG0013300	Td00001aa008454_T002	Vacuolar protein-sorting-associated protein 36
OG0052267	Td00001aa008455_T001	ADP-ribosylation factor
OG0010160	Td00001aa008456_T001	AP2-like ethylene-responsive transcription factor At1g79700 isoform X1
OG0052268	Td00001aa008457_T001	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein
OG0007745	Td00001aa008459_T001	ABSCISIC ACID-INSENSITIVE 5-like protein 2
OG0019147	Td00001aa008460_T001	Reverse transcriptase zinc-binding domain-containing protein
OG0022105	Td00001aa008462_T001	Adenylylsulfatase HINT1
OG0012916	Td00001aa008463_T001	"Protein RETICULATA-RELATED 3, chloroplastic"
OG0052269	Td00001aa008464_T001	SMP domain-containing protein
OG0020367	Td00001aa008465_T001	Permatin
OG0002578	Td00001aa008468_T001	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain-containing protein
OG0018193	Td00001aa008469_T001	F-box domain containing protein
OG0052270	Td00001aa008470_T001	NAC domain-containing protein
OG0018420	Td00001aa008471_T001	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein
OG0012917	Td00001aa008472_T001	Ulp1 protease family C-terminal catalytic domain containing protein expressed
OG0010162	Td00001aa008473_T001	Transcription factor
OG0015631	Td00001aa008474_T002	Probable arabinosyltransferase ARAD1
OG0016172	Td00001aa008475_T001	"Histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH1"
OG0000405	Td00001aa008476_T001	Proteasome subunit alpha type
OG0052271	Td00001aa008477_T001	CALMS protein (Fragment)
OG0018194	Td00001aa008478_T002	Cupin type-1 domain-containing protein
OG0018419	Td00001aa008479_T002	RNase III domain-containing protein
OG0018195	Td00001aa008480_T004	"L-2-hydroxyglutarate dehydrogenase, mitochondrial"
OG0013299	Td00001aa008481_T001	Somatic embryogenesis receptor kinase 2
OG0052272	Td00001aa008483_T001	VQ domain-containing protein
OG0007746	Td00001aa008484_T002	Calcium-dependent protein kinase
OG0016173	Td00001aa008485_T001	Octopine synthase binding factor4
OG0020368	Td00001aa008487_T004	Metal-dependent hydrolase composite domain superfamily
OG0005902	Td00001aa008488_T002	Pre-rRNA-processing protein las1
OG0018197	Td00001aa008489_T003	F-box family protein-like
OG0018198	Td00001aa008490_T004	Rhomboid-like protein 20
OG0000017	Td00001aa008491_T001	Tubulin beta chain
OG0012920	Td00001aa008493_T002	Stomatal closure-related actin-binding protein 1
OG0005903	Td00001aa008494_T001	Cyclin N-terminal domain-containing protein
OG0018199	Td00001aa008495_T001	Glycosyltransferase
OG0016174	Td00001aa008496_T002	Glycosyltransferase
OG0024508	Td00001aa008497_T001	PsbP C-terminal domain-containing protein
